county,administered_date,total_doses,california_flag
San Bernardino,1/19/2021,6235,California
San Diego,1/19/2021,14817,California
San Francisco,1/19/2021,2542,California
San Joaquin,1/19/2021,1801,California
San Luis Obispo,1/19/2021,1582,California
San Mateo,1/19/2021,2756,California
Santa Barbara,1/19/2021,1630,California
Santa Clara,1/19/2021,8318,California
Santa Cruz,1/19/2021,1616,California
Shasta,1/19/2021,1014,California
Sierra,1/19/2021,33,California
Siskiyou,1/19/2021,21,California
Solano,1/19/2021,1618,California
Sonoma,1/19/2021,2079,California
Stanislaus,1/19/2021,1231,California
Sutter,1/19/2021,100,California
Tehama,1/19/2021,289,California
Trinity,1/19/2021,31,California
Tulare,1/19/2021,1003,California
Tuolumne,1/19/2021,469,California
Unknown,1/19/2021,26,Not in California
Ventura,1/19/2021,3001,California
Yolo,1/19/2021,535,California
Yuba,1/19/2021,79,California
Alameda,1/18/2021,3224,California
Amador,1/18/2021,31,California
Butte,1/18/2021,342,California
Calaveras,1/18/2021,131,California
Colusa,1/18/2021,4,California
Contra Costa,1/18/2021,3192,California
Del Norte,1/18/2021,2,California
El Dorado,1/18/2021,415,California
Fresno,1/18/2021,3066,California
Glenn,1/18/2021,17,California
Humboldt,1/18/2021,267,California
Imperial,1/18/2021,1053,California
Inyo,1/18/2021,58,California
Kern,1/18/2021,1637,California
Kings,1/18/2021,170,California
Lake,1/18/2021,240,California
Lassen,1/18/2021,5,California
Los Angeles,1/18/2021,15235,California
Madera,1/18/2021,73,California
Marin,1/18/2021,359,California
Mariposa,1/18/2021,2,California
Mendocino,1/18/2021,482,California
Merced,1/18/2021,262,California
Modoc,1/18/2021,1,California
Mono,1/18/2021,63,California
Monterey,1/18/2021,396,California
Napa,1/18/2021,1072,California
Nevada,1/18/2021,148,California
Orange,1/18/2021,9708,California
Outside California,1/18/2021,1270,Not in California
Placer,1/18/2021,974,California
Plumas,1/18/2021,2,California
Riverside,1/18/2021,3687,California
Sacramento,1/18/2021,2840,California
San Benito,1/18/2021,38,California
San Bernardino,1/18/2021,4245,California
San Diego,1/18/2021,12355,California
San Francisco,1/18/2021,1381,California
San Joaquin,1/18/2021,673,California
San Luis Obispo,1/18/2021,1370,California
San Mateo,1/18/2021,1392,California
Santa Barbara,1/18/2021,1150,California
Santa Clara,1/18/2021,5198,California
Santa Cruz,1/18/2021,1026,California
Shasta,1/18/2021,597,California
Sierra,1/18/2021,2,California
Siskiyou,1/18/2021,75,California
Solano,1/18/2021,1405,California
Sonoma,1/18/2021,1092,California
Stanislaus,1/18/2021,2146,California
Sutter,1/18/2021,116,California
Tehama,1/18/2021,10,California
Trinity,1/18/2021,31,California
Tulare,1/18/2021,695,California
Tuolumne,1/18/2021,46,California
Unknown,1/18/2021,58,Not in California
Ventura,1/18/2021,2201,California
Yolo,1/18/2021,476,California
Yuba,1/18/2021,60,California
Alameda,1/17/2021,1863,California
Amador,1/17/2021,22,California
Butte,1/17/2021,239,California
Calaveras,1/17/2021,10,California
Colusa,1/17/2021,3,California
Contra Costa,1/17/2021,1639,California
Del Norte,1/17/2021,1,California
El Dorado,1/17/2021,96,California
Fresno,1/17/2021,968,California
Glenn,1/17/2021,4,California
Humboldt,1/17/2021,4,California
Imperial,1/17/2021,10,California
Kern,1/17/2021,69,California
Kings,1/17/2021,8,California
Lake,1/17/2021,14,California
Lassen,1/17/2021,1,California
Los Angeles,1/17/2021,5131,California
Madera,1/17/2021,325,California
Marin,1/17/2021,1233,California
Mariposa,1/17/2021,2,California
Mendocino,1/17/2021,552,California
Merced,1/17/2021,48,California
Monterey,1/17/2021,313,California
Napa,1/17/2021,337,California
Nevada,1/17/2021,36,California
Orange,1/17/2021,8114,California
Outside California,1/17/2021,543,Not in California
Placer,1/17/2021,557,California
Riverside,1/17/2021,3599,California
Sacramento,1/17/2021,1620,California
San Benito,1/17/2021,10,California
San Bernardino,1/17/2021,1180,California
San Diego,1/17/2021,8488,California
San Francisco,1/17/2021,1914,California
San Joaquin,1/17/2021,1591,California
San Luis Obispo,1/17/2021,65,California
San Mateo,1/17/2021,1301,California
Santa Barbara,1/17/2021,124,California
Santa Clara,1/17/2021,3214,California
Santa Cruz,1/17/2021,284,California
Shasta,1/17/2021,26,California
Solano,1/17/2021,984,California
Sonoma,1/17/2021,662,California
Stanislaus,1/17/2021,246,California
Sutter,1/17/2021,25,California
Tehama,1/17/2021,13,California
Tulare,1/17/2021,139,California
Tuolumne,1/17/2021,4,California
Unknown,1/17/2021,3,Not in California
Ventura,1/17/2021,261,California
Yolo,1/17/2021,184,California
Yuba,1/17/2021,13,California
Alameda,1/16/2021,3105,California
Amador,1/16/2021,18,California
Butte,1/16/2021,583,California
Calaveras,1/16/2021,13,California
Colusa,1/16/2021,12,California
Contra Costa,1/16/2021,1698,California
El Dorado,1/16/2021,171,California
Fresno,1/16/2021,3129,California
Glenn,1/16/2021,34,California
Humboldt,1/16/2021,167,California
Imperial,1/16/2021,77,California
Inyo,1/16/2021,74,California
Kern,1/16/2021,657,California
Kings,1/16/2021,31,California
Lake,1/16/2021,131,California
Lassen,1/16/2021,34,California
Los Angeles,1/16/2021,17059,California
Madera,1/16/2021,374,California
Marin,1/16/2021,1103,California
Mariposa,1/16/2021,12,California
Mendocino,1/16/2021,776,California
Merced,1/16/2021,200,California
Modoc,1/16/2021,1,California
Mono,1/16/2021,4,California
Monterey,1/16/2021,365,California
Napa,1/16/2021,351,California
Nevada,1/16/2021,292,California
Orange,1/16/2021,8594,California
Outside California,1/16/2021,2669,Not in California
Placer,1/16/2021,1468,California
Plumas,1/16/2021,58,California
Riverside,1/16/2021,3595,California
Sacramento,1/16/2021,2082,California
San Benito,1/16/2021,28,California
San Bernardino,1/16/2021,2247,California
San Diego,1/16/2021,10673,California
San Francisco,1/16/2021,2260,California
San Joaquin,1/16/2021,1129,California
San Luis Obispo,1/16/2021,99,California
San Mateo,1/16/2021,3112,California
Santa Barbara,1/16/2021,1267,California
Santa Clara,1/16/2021,4402,California
Santa Cruz,1/16/2021,433,California
Shasta,1/16/2021,900,California
Siskiyou,1/16/2021,7,California
Solano,1/16/2021,1253,California
Sonoma,1/16/2021,1070,California
Stanislaus,1/16/2021,466,California
Sutter,1/16/2021,390,California
Tehama,1/16/2021,274,California
Trinity,1/16/2021,4,California
Tulare,1/16/2021,1868,California
Tuolumne,1/16/2021,6,California
Unknown,1/16/2021,7,Not in California
Ventura,1/16/2021,484,California
Yolo,1/16/2021,737,California
Yuba,1/16/2021,184,California
Alameda,1/15/2021,5768,California
Alpine,1/15/2021,1,California
Amador,1/15/2021,56,California
Butte,1/15/2021,1167,California
Calaveras,1/15/2021,113,California
Colusa,1/15/2021,43,California
Contra Costa,1/15/2021,5283,California
Del Norte,1/15/2021,107,California
El Dorado,1/15/2021,661,California
Fresno,1/15/2021,3586,California
Glenn,1/15/2021,41,California
Humboldt,1/15/2021,371,California
Imperial,1/15/2021,240,California
Inyo,1/15/2021,162,California
Kern,1/15/2021,2623,California
Kings,1/15/2021,412,California
Lake,1/15/2021,209,California
Lassen,1/15/2021,33,California
Los Angeles,1/15/2021,33346,California
Madera,1/15/2021,594,California
Marin,1/15/2021,1141,California
Mariposa,1/15/2021,40,California
Mendocino,1/15/2021,1849,California
Merced,1/15/2021,562,California
Modoc,1/15/2021,6,California
Mono,1/15/2021,60,California
Monterey,1/15/2021,1027,California
Napa,1/15/2021,1431,California
Nevada,1/15/2021,392,California
Orange,1/15/2021,9992,California
Outside California,1/15/2021,4476,Not in California
Placer,1/15/2021,1897,California
Plumas,1/15/2021,62,California
Riverside,1/15/2021,6127,California
Sacramento,1/15/2021,4360,California
San Benito,1/15/2021,211,California
San Bernardino,1/15/2021,5908,California
San Diego,1/15/2021,14869,California
San Francisco,1/15/2021,2732,California
San Joaquin,1/15/2021,1426,California
San Luis Obispo,1/15/2021,733,California
San Mateo,1/15/2021,4332,California
Santa Barbara,1/15/2021,1790,California
Santa Clara,1/15/2021,9471,California
Santa Cruz,1/15/2021,1462,California
Shasta,1/15/2021,634,California
Sierra,1/15/2021,2,California
Siskiyou,1/15/2021,35,California
Solano,1/15/2021,1641,California
Sonoma,1/15/2021,1549,California
Stanislaus,1/15/2021,2769,California
Sutter,1/15/2021,432,California
Tehama,1/15/2021,248,California
Tulare,1/15/2021,1597,California
Tuolumne,1/15/2021,472,California
Unknown,1/15/2021,4,Not in California
Ventura,1/15/2021,2857,California
Yolo,1/15/2021,617,California
Yuba,1/15/2021,200,California
Alameda,1/14/2021,5544,California
Alpine,1/14/2021,1,California
Amador,1/14/2021,146,California
Butte,1/14/2021,1637,California
Calaveras,1/14/2021,135,California
Colusa,1/14/2021,35,California
Contra Costa,1/14/2021,4250,California
Del Norte,1/14/2021,52,California
El Dorado,1/14/2021,669,California
Fresno,1/14/2021,4115,California
Glenn,1/14/2021,183,California
Humboldt,1/14/2021,514,California
Imperial,1/14/2021,260,California
Inyo,1/14/2021,58,California
Kern,1/14/2021,2173,California
Kings,1/14/2021,206,California
Lake,1/14/2021,118,California
Lassen,1/14/2021,161,California
Los Angeles,1/14/2021,28914,California
Madera,1/14/2021,555,California
Marin,1/14/2021,1064,California
Mariposa,1/14/2021,56,California
Mendocino,1/14/2021,626,California
Merced,1/14/2021,330,California
Modoc,1/14/2021,129,California
Mono,1/14/2021,74,California
Monterey,1/14/2021,1039,California
Napa,1/14/2021,1043,California
Nevada,1/14/2021,228,California
Orange,1/14/2021,9799,California
Outside California,1/14/2021,3835,Not in California
Placer,1/14/2021,1726,California
Plumas,1/14/2021,96,California
Riverside,1/14/2021,5410,California
Sacramento,1/14/2021,4527,California
San Benito,1/14/2021,116,California
San Bernardino,1/14/2021,4715,California
San Diego,1/14/2021,12201,California
San Francisco,1/14/2021,2381,California
San Joaquin,1/14/2021,1467,California
San Luis Obispo,1/14/2021,728,California
San Mateo,1/14/2021,3723,California
Santa Barbara,1/14/2021,1239,California
Santa Clara,1/14/2021,8049,California
Santa Cruz,1/14/2021,539,California
Shasta,1/14/2021,442,California
Sierra,1/14/2021,35,California
Siskiyou,1/14/2021,26,California
Solano,1/14/2021,1703,California
Sonoma,1/14/2021,1514,California
Stanislaus,1/14/2021,2194,California
Sutter,1/14/2021,145,California
Tehama,1/14/2021,226,California
Trinity,1/14/2021,3,California
Tulare,1/14/2021,491,California
Tuolumne,1/14/2021,126,California
Unknown,1/14/2021,6,Not in California
Ventura,1/14/2021,2714,California
Yolo,1/14/2021,376,California
Yuba,1/14/2021,109,California
Alameda,1/13/2021,4975,California
Alpine,1/13/2021,32,California
Amador,1/13/2021,39,California
Butte,1/13/2021,1443,California
Calaveras,1/13/2021,106,California
Colusa,1/13/2021,21,California
Contra Costa,1/13/2021,4635,California
Del Norte,1/13/2021,84,California
El Dorado,1/13/2021,690,California
Fresno,1/13/2021,3505,California
Glenn,1/13/2021,153,California
Humboldt,1/13/2021,473,California
Imperial,1/13/2021,379,California
Inyo,1/13/2021,87,California
Kern,1/13/2021,1834,California
Kings,1/13/2021,413,California
Lake,1/13/2021,125,California
Lassen,1/13/2021,162,California
Los Angeles,1/13/2021,28968,California
Madera,1/13/2021,179,California
Marin,1/13/2021,1172,California
Mariposa,1/13/2021,16,California
Mendocino,1/13/2021,478,California
Merced,1/13/2021,371,California
Modoc,1/13/2021,24,California
Mono,1/13/2021,234,California
Monterey,1/13/2021,1218,California
Napa,1/13/2021,1266,California
Nevada,1/13/2021,259,California
Orange,1/13/2021,10073,California
Outside California,1/13/2021,3796,Not in California
Placer,1/13/2021,1616,California
Plumas,1/13/2021,54,California
Riverside,1/13/2021,4356,California
Sacramento,1/13/2021,3731,California
San Benito,1/13/2021,186,California
San Bernardino,1/13/2021,4533,California
San Diego,1/13/2021,11394,California
San Francisco,1/13/2021,2792,California
San Joaquin,1/13/2021,1360,California
San Luis Obispo,1/13/2021,882,California
San Mateo,1/13/2021,3403,California
Santa Barbara,1/13/2021,1227,California
Santa Clara,1/13/2021,7275,California
Santa Cruz,1/13/2021,517,California
Shasta,1/13/2021,541,California
Sierra,1/13/2021,4,California
Siskiyou,1/13/2021,157,California
Solano,1/13/2021,1397,California
Sonoma,1/13/2021,2055,California
Stanislaus,1/13/2021,1409,California
Sutter,1/13/2021,156,California
Tehama,1/13/2021,72,California
Trinity,1/13/2021,7,California
Tulare,1/13/2021,449,California
Tuolumne,1/13/2021,230,California
Unknown,1/13/2021,11,Not in California
Ventura,1/13/2021,2922,California
Yolo,1/13/2021,760,California
Yuba,1/13/2021,119,California
Alameda,1/12/2021,4724,California
Amador,1/12/2021,62,California
Butte,1/12/2021,695,California
Calaveras,1/12/2021,86,California
Colusa,1/12/2021,11,California
Contra Costa,1/12/2021,3883,California
Del Norte,1/12/2021,50,California
El Dorado,1/12/2021,684,California
Fresno,1/12/2021,2494,California
Glenn,1/12/2021,42,California
Humboldt,1/12/2021,476,California
Imperial,1/12/2021,404,California
Inyo,1/12/2021,139,California
Kern,1/12/2021,1869,California
Kings,1/12/2021,352,California
Lake,1/12/2021,70,California
Lassen,1/12/2021,50,California
Los Angeles,1/12/2021,28862,California
Madera,1/12/2021,391,California
Marin,1/12/2021,936,California
Mariposa,1/12/2021,15,California
Mendocino,1/12/2021,385,California
Merced,1/12/2021,276,California
Modoc,1/12/2021,94,California
Mono,1/12/2021,284,California
Monterey,1/12/2021,458,California
Napa,1/12/2021,1265,California
Nevada,1/12/2021,605,California
Orange,1/12/2021,8660,California
Outside California,1/12/2021,4030,Not in California
Placer,1/12/2021,1630,California
Plumas,1/12/2021,154,California
Riverside,1/12/2021,3372,California
Sacramento,1/12/2021,4377,California
San Benito,1/12/2021,153,California
San Bernardino,1/12/2021,4212,California
San Diego,1/12/2021,11057,California
San Francisco,1/12/2021,3072,California
San Joaquin,1/12/2021,1394,California
San Luis Obispo,1/12/2021,598,California
San Mateo,1/12/2021,3241,California
Santa Barbara,1/12/2021,1426,California
Santa Clara,1/12/2021,6591,California
Santa Cruz,1/12/2021,733,California
Shasta,1/12/2021,451,California
Sierra,1/12/2021,40,California
Siskiyou,1/12/2021,320,California
Solano,1/12/2021,1522,California
Sonoma,1/12/2021,1547,California
Stanislaus,1/12/2021,1444,California
Sutter,1/12/2021,201,California
Tehama,1/12/2021,115,California
Trinity,1/12/2021,8,California
Tulare,1/12/2021,1388,California
Tuolumne,1/12/2021,98,California
Unknown,1/12/2021,11,Not in California
Ventura,1/12/2021,3022,California
Yolo,1/12/2021,474,California
Yuba,1/12/2021,107,California
Alameda,1/11/2021,4439,California
Alpine,1/11/2021,30,California
Amador,1/11/2021,124,California
Butte,1/11/2021,987,California
Calaveras,1/11/2021,62,California
Colusa,1/11/2021,12,California
Contra Costa,1/11/2021,3790,California
Del Norte,1/11/2021,40,California
El Dorado,1/11/2021,648,California
Fresno,1/11/2021,2127,California
Glenn,1/11/2021,30,California
Humboldt,1/11/2021,285,California
Imperial,1/11/2021,401,California
Inyo,1/11/2021,97,California
Kern,1/11/2021,1548,California
Kings,1/11/2021,515,California
Lake,1/11/2021,138,California
Lassen,1/11/2021,27,California
Los Angeles,1/11/2021,25552,California
Madera,1/11/2021,224,California
Marin,1/11/2021,460,California
Mariposa,1/11/2021,23,California
Mendocino,1/11/2021,99,California
Merced,1/11/2021,225,California
Modoc,1/11/2021,92,California
Mono,1/11/2021,7,California
Monterey,1/11/2021,1057,California
Napa,1/11/2021,804,California
Nevada,1/11/2021,183,California
Orange,1/11/2021,9311,California
Outside California,1/11/2021,3557,Not in California
Placer,1/11/2021,1422,California
Plumas,1/11/2021,59,California
Riverside,1/11/2021,4480,California
Sacramento,1/11/2021,4299,California
San Benito,1/11/2021,96,California
San Bernardino,1/11/2021,4976,California
San Diego,1/11/2021,10159,California
San Francisco,1/11/2021,2455,California
San Joaquin,1/11/2021,1461,California
San Luis Obispo,1/11/2021,526,California
San Mateo,1/11/2021,2396,California
Santa Barbara,1/11/2021,839,California
Santa Clara,1/11/2021,5550,California
Santa Cruz,1/11/2021,712,California
Shasta,1/11/2021,352,California
Sierra,1/11/2021,3,California
Siskiyou,1/11/2021,226,California
Solano,1/11/2021,1314,California
Sonoma,1/11/2021,1379,California
Stanislaus,1/11/2021,1504,California
Sutter,1/11/2021,133,California
Tehama,1/11/2021,47,California
Trinity,1/11/2021,40,California
Tulare,1/11/2021,1201,California
Tuolumne,1/11/2021,115,California
Unknown,1/11/2021,19,Not in California
Ventura,1/11/2021,2443,California
Yolo,1/11/2021,560,California
Yuba,1/11/2021,72,California
Alameda,1/10/2021,1024,California
Amador,1/10/2021,7,California
Butte,1/10/2021,19,California
Calaveras,1/10/2021,2,California
Colusa,1/10/2021,1,California
Contra Costa,1/10/2021,351,California
El Dorado,1/10/2021,180,California
Fresno,1/10/2021,511,California
Glenn,1/10/2021,1,California
Humboldt,1/10/2021,84,California
Imperial,1/10/2021,1,California
Inyo,1/10/2021,53,California
Kern,1/10/2021,190,California
Kings,1/10/2021,15,California
Lake,1/10/2021,3,California
Los Angeles,1/10/2021,4601,California
Madera,1/10/2021,17,California
Marin,1/10/2021,123,California
Mendocino,1/10/2021,8,California
Merced,1/10/2021,10,California
Modoc,1/10/2021,1,California
Mono,1/10/2021,4,California
Monterey,1/10/2021,271,California
Napa,1/10/2021,167,California
Nevada,1/10/2021,17,California
Orange,1/10/2021,4176,California
Outside California,1/10/2021,326,Not in California
Placer,1/10/2021,326,California
Riverside,1/10/2021,1656,California
Sacramento,1/10/2021,1239,California
San Benito,1/10/2021,15,California
San Bernardino,1/10/2021,1006,California
San Diego,1/10/2021,1842,California
San Francisco,1/10/2021,911,California
San Joaquin,1/10/2021,215,California
San Luis Obispo,1/10/2021,10,California
San Mateo,1/10/2021,649,California
Santa Barbara,1/10/2021,63,California
Santa Clara,1/10/2021,1825,California
Santa Cruz,1/10/2021,72,California
Shasta,1/10/2021,5,California
Solano,1/10/2021,249,California
Sonoma,1/10/2021,465,California
Stanislaus,1/10/2021,45,California
Sutter,1/10/2021,402,California
Tehama,1/10/2021,1,California
Tulare,1/10/2021,49,California
Tuolumne,1/10/2021,3,California
Unknown,1/10/2021,1,Not in California
Ventura,1/10/2021,335,California
Yolo,1/10/2021,390,California
Yuba,1/10/2021,116,California
Alameda,1/9/2021,2018,California
Alpine,1/9/2021,2,California
Amador,1/9/2021,11,California
Butte,1/9/2021,11,California
Calaveras,1/9/2021,6,California
Colusa,1/9/2021,3,California
Contra Costa,1/9/2021,1570,California
El Dorado,1/9/2021,190,California
Fresno,1/9/2021,624,California
Humboldt,1/9/2021,69,California
Imperial,1/9/2021,24,California
Inyo,1/9/2021,87,California
Kern,1/9/2021,226,California
Kings,1/9/2021,63,California
Lake,1/9/2021,62,California
Lassen,1/9/2021,12,California
Los Angeles,1/9/2021,12278,California
Madera,1/9/2021,36,California
Marin,1/9/2021,612,California
Mariposa,1/9/2021,1,California
Mendocino,1/9/2021,8,California
Merced,1/9/2021,24,California
Mono,1/9/2021,4,California
Monterey,1/9/2021,962,California
Napa,1/9/2021,263,California
Nevada,1/9/2021,63,California
Orange,1/9/2021,4954,California
Outside California,1/9/2021,1401,Not in California
Placer,1/9/2021,443,California
Plumas,1/9/2021,2,California
Riverside,1/9/2021,2060,California
Sacramento,1/9/2021,1282,California
San Benito,1/9/2021,43,California
San Bernardino,1/9/2021,1391,California
San Diego,1/9/2021,2926,California
San Francisco,1/9/2021,1392,California
San Joaquin,1/9/2021,369,California
San Luis Obispo,1/9/2021,206,California
San Mateo,1/9/2021,1174,California
Santa Barbara,1/9/2021,567,California
Santa Clara,1/9/2021,2916,California
Santa Cruz,1/9/2021,460,California
Shasta,1/9/2021,72,California
Siskiyou,1/9/2021,2,California
Solano,1/9/2021,880,California
Sonoma,1/9/2021,651,California
Stanislaus,1/9/2021,288,California
Sutter,1/9/2021,44,California
Tehama,1/9/2021,7,California
Tulare,1/9/2021,738,California
Tuolumne,1/9/2021,1,California
Unknown,1/9/2021,4,Not in California
Ventura,1/9/2021,722,California
Yolo,1/9/2021,403,California
Yuba,1/9/2021,19,California
Alameda,1/8/2021,4703,California
Alpine,1/8/2021,4,California
Amador,1/8/2021,84,California
Butte,1/8/2021,570,California
Calaveras,1/8/2021,66,California
Colusa,1/8/2021,9,California
Contra Costa,1/8/2021,3345,California
Del Norte,1/8/2021,77,California
El Dorado,1/8/2021,965,California
Fresno,1/8/2021,1762,California
Glenn,1/8/2021,11,California
Humboldt,1/8/2021,415,California
Imperial,1/8/2021,190,California
Inyo,1/8/2021,9,California
Kern,1/8/2021,1625,California
Kings,1/8/2021,246,California
Lake,1/8/2021,139,California
Lassen,1/8/2021,50,California
Los Angeles,1/8/2021,32832,California
Madera,1/8/2021,411,California
Marin,1/8/2021,964,California
Mariposa,1/8/2021,106,California
Mendocino,1/8/2021,94,California
Merced,1/8/2021,533,California
Modoc,1/8/2021,105,California
Mono,1/8/2021,2,California
Monterey,1/8/2021,1087,California
Napa,1/8/2021,412,California
Nevada,1/8/2021,220,California
Orange,1/8/2021,9307,California
Outside California,1/8/2021,4630,Not in California
Placer,1/8/2021,1179,California
Plumas,1/8/2021,12,California
Riverside,1/8/2021,4012,California
Sacramento,1/8/2021,3270,California
San Benito,1/8/2021,128,California
San Bernardino,1/8/2021,5342,California
San Diego,1/8/2021,7705,California
San Francisco,1/8/2021,2306,California
San Joaquin,1/8/2021,1171,California
San Luis Obispo,1/8/2021,880,California
San Mateo,1/8/2021,1791,California
Santa Barbara,1/8/2021,1200,California
Santa Clara,1/8/2021,5782,California
Santa Cruz,1/8/2021,931,California
Shasta,1/8/2021,506,California
Sierra,1/8/2021,1,California
Siskiyou,1/8/2021,42,California
Solano,1/8/2021,1124,California
Sonoma,1/8/2021,1778,California
Stanislaus,1/8/2021,1265,California
Sutter,1/8/2021,145,California
Tehama,1/8/2021,30,California
Trinity,1/8/2021,49,California
Tulare,1/8/2021,1264,California
Tuolumne,1/8/2021,100,California
Ventura,1/8/2021,2192,California
Yolo,1/8/2021,626,California
Yuba,1/8/2021,72,California
Alameda,1/7/2021,3705,California
Alpine,1/7/2021,8,California
Amador,1/7/2021,223,California
Butte,1/7/2021,760,California
Calaveras,1/7/2021,106,California
Colusa,1/7/2021,37,California
Contra Costa,1/7/2021,3073,California
Del Norte,1/7/2021,21,California
El Dorado,1/7/2021,326,California
Fresno,1/7/2021,1867,California
Glenn,1/7/2021,66,California
Humboldt,1/7/2021,382,California
Imperial,1/7/2021,318,California
Inyo,1/7/2021,31,California
Kern,1/7/2021,1402,California
Kings,1/7/2021,179,California
Lake,1/7/2021,60,California
Lassen,1/7/2021,43,California
Los Angeles,1/7/2021,29183,California
Madera,1/7/2021,337,California
Marin,1/7/2021,889,California
Mariposa,1/7/2021,49,California
Mendocino,1/7/2021,355,California
Merced,1/7/2021,188,California
Modoc,1/7/2021,72,California
Mono,1/7/2021,55,California
Monterey,1/7/2021,735,California
Napa,1/7/2021,484,California
Nevada,1/7/2021,216,California
Orange,1/7/2021,9152,California
Outside California,1/7/2021,4189,Not in California
Placer,1/7/2021,975,California
Plumas,1/7/2021,55,California
Riverside,1/7/2021,2735,California
Sacramento,1/7/2021,2815,California
San Benito,1/7/2021,77,California
San Bernardino,1/7/2021,5353,California
San Diego,1/7/2021,5572,California
San Francisco,1/7/2021,2039,California
San Joaquin,1/7/2021,1041,California
San Luis Obispo,1/7/2021,1127,California
San Mateo,1/7/2021,1385,California
Santa Barbara,1/7/2021,1026,California
Santa Clara,1/7/2021,4065,California
Santa Cruz,1/7/2021,529,California
Shasta,1/7/2021,116,California
Sierra,1/7/2021,20,California
Siskiyou,1/7/2021,174,California
Solano,1/7/2021,1039,California
Sonoma,1/7/2021,1009,California
Stanislaus,1/7/2021,1037,California
Sutter,1/7/2021,249,California
Tehama,1/7/2021,57,California
Tulare,1/7/2021,779,California
Tuolumne,1/7/2021,118,California
Unknown,1/7/2021,70,Not in California
Ventura,1/7/2021,2060,California
Yolo,1/7/2021,705,California
Yuba,1/7/2021,75,California
Alameda,1/6/2021,3222,California
Alpine,1/6/2021,31,California
Amador,1/6/2021,38,California
Butte,1/6/2021,622,California
Calaveras,1/6/2021,107,California
Colusa,1/6/2021,15,California
Contra Costa,1/6/2021,3252,California
Del Norte,1/6/2021,78,California
El Dorado,1/6/2021,259,California
Fresno,1/6/2021,958,California
Glenn,1/6/2021,61,California
Humboldt,1/6/2021,295,California
Imperial,1/6/2021,190,California
Inyo,1/6/2021,69,California
Kern,1/6/2021,1163,California
Kings,1/6/2021,274,California
Lake,1/6/2021,77,California
Lassen,1/6/2021,94,California
Los Angeles,1/6/2021,22233,California
Madera,1/6/2021,184,California
Maricopa,1/6/2021,1,California
Marin,1/6/2021,820,California
Mariposa,1/6/2021,5,California
Mendocino,1/6/2021,148,California
Merced,1/6/2021,247,California
Modoc,1/6/2021,3,California
Mono,1/6/2021,44,California
Monterey,1/6/2021,652,California
Napa,1/6/2021,455,California
Nevada,1/6/2021,93,California
Orange,1/6/2021,4931,California
Outside California,1/6/2021,2744,Not in California
Placer,1/6/2021,753,California
Plumas,1/6/2021,125,California
Riverside,1/6/2021,2458,California
Sacramento,1/6/2021,2717,California
San Benito,1/6/2021,94,California
San Bernardino,1/6/2021,3410,California
San Diego,1/6/2021,4917,California
San Francisco,1/6/2021,1867,California
San Joaquin,1/6/2021,1193,California
San Luis Obispo,1/6/2021,725,California
San Mateo,1/6/2021,1417,California
Santa Barbara,1/6/2021,654,California
Santa Clara,1/6/2021,3245,California
Santa Cruz,1/6/2021,804,California
Shasta,1/6/2021,438,California
Sierra,1/6/2021,1,California
Siskiyou,1/6/2021,59,California
Solano,1/6/2021,814,California
Sonoma,1/6/2021,944,California
Stanislaus,1/6/2021,942,California
Sutter,1/6/2021,206,California
Tehama,1/6/2021,70,California
Trinity,1/6/2021,23,California
Tulare,1/6/2021,862,California
Tuolumne,1/6/2021,108,California
Unknown,1/6/2021,6,Not in California
Ventura,1/6/2021,2045,California
Yolo,1/6/2021,474,California
Yuba,1/6/2021,150,California
Alameda,1/5/2021,2175,California
Alpine,1/5/2021,9,California
Amador,1/5/2021,33,California
Butte,1/5/2021,194,California
Calaveras,1/5/2021,39,California
Colusa,1/5/2021,68,California
Contra Costa,1/5/2021,2089,California
Del Norte,1/5/2021,33,California
El Dorado,1/5/2021,200,California
Fresno,1/5/2021,769,California
Glenn,1/5/2021,9,California
Humboldt,1/5/2021,125,California
Imperial,1/5/2021,172,California
Inyo,1/5/2021,34,California
Kern,1/5/2021,1123,California
Kings,1/5/2021,197,California
Lake,1/5/2021,62,California
Lassen,1/5/2021,194,California
Los Angeles,1/5/2021,15880,California
Madera,1/5/2021,273,California
Marin,1/5/2021,363,California
Mariposa,1/5/2021,23,California
Mendocino,1/5/2021,71,California
Merced,1/5/2021,315,California
Modoc,1/5/2021,3,California
Mono,1/5/2021,45,California
Monterey,1/5/2021,748,California
Napa,1/5/2021,150,California
Nevada,1/5/2021,271,California
Orange,1/5/2021,3470,California
Outside California,1/5/2021,1563,Not in California
Placer,1/5/2021,709,California
Plumas,1/5/2021,23,California
Riverside,1/5/2021,1976,California
Sacramento,1/5/2021,2190,California
San Benito,1/5/2021,118,California
San Bernardino,1/5/2021,2327,California
San Diego,1/5/2021,4292,California
San Francisco,1/5/2021,2223,California
San Joaquin,1/5/2021,938,California
San Luis Obispo,1/5/2021,978,California
San Mateo,1/5/2021,1172,California
Santa Barbara,1/5/2021,748,California
Santa Clara,1/5/2021,3017,California
Santa Cruz,1/5/2021,565,California
Shasta,1/5/2021,335,California
Sierra,1/5/2021,67,California
Siskiyou,1/5/2021,117,California
Solano,1/5/2021,690,California
Sonoma,1/5/2021,436,California
Stanislaus,1/5/2021,820,California
Sutter,1/5/2021,99,California
Tehama,1/5/2021,71,California
