,county,date,population
826,Plumas,2021-03-03,18997
827,Riverside,2021-03-03,2468145
828,Sacramento,2021-03-03,1567975
829,San Benito,2021-03-03,64022
830,San Bernardino,2021-03-03,2217398
831,San Diego,2021-03-03,3370418
832,San Francisco,2021-03-03,892280
833,San Joaquin,2021-03-03,782545
834,San Luis Obispo,2021-03-03,278862
835,San Mateo,2021-03-03,778001
836,Santa Barbara,2021-03-03,456373
837,Santa Clara,2021-03-03,1967585
838,Santa Cruz,2021-03-03,273999
839,Shasta,2021-03-03,177925
840,Sierra,2021-03-03,3115
841,Siskiyou,2021-03-03,43956
842,Solano,2021-03-03,444255
843,Sonoma,2021-03-03,496668
844,Stanislaus,2021-03-03,562303
845,Sutter,2021-03-03,105747
846,Tehama,2021-03-03,65885
847,Trinity,2021-03-03,13354
848,Tulare,2021-03-03,484423
849,Tuolumne,2021-03-03,52351
851,Ventura,2021-03-03,852747
852,Yolo,2021-03-03,223612
853,Yuba,2021-03-03,79290
854,Alameda,2021-03-02,1685886
855,Alpine,2021-03-02,1117
856,Amador,2021-03-02,38531
857,Butte,2021-03-02,217769
858,Calaveras,2021-03-02,44289
859,California,2021-03-02,40129160
860,Colusa,2021-03-02,22593
861,Contra Costa,2021-03-02,1160099
862,Del Norte,2021-03-02,27558
863,El Dorado,2021-03-02,193098
864,Fresno,2021-03-02,1032227
865,Glenn,2021-03-02,29348
866,Humboldt,2021-03-02,134098
867,Imperial,2021-03-02,191649
868,Inyo,2021-03-02,18453
869,Kern,2021-03-02,927251
870,Kings,2021-03-02,156444
871,Lake,2021-03-02,64871
872,Lassen,2021-03-02,30065
873,Los Angeles,2021-03-02,10257557
874,Madera,2021-03-02,160089
875,Marin,2021-03-02,260800
876,Mariposa,2021-03-02,17795
877,Mendocino,2021-03-02,88439
878,Merced,2021-03-02,287420
879,Modoc,2021-03-02,9475
880,Mono,2021-03-02,13961
881,Monterey,2021-03-02,448732
882,Napa,2021-03-02,139652
883,Nevada,2021-03-02,98710
884,Orange,2021-03-02,3228519
886,Placer,2021-03-02,400434
887,Plumas,2021-03-02,18997
888,Riverside,2021-03-02,2468145
889,Sacramento,2021-03-02,1567975
890,San Benito,2021-03-02,64022
891,San Bernardino,2021-03-02,2217398
892,San Diego,2021-03-02,3370418
893,San Francisco,2021-03-02,892280
894,San Joaquin,2021-03-02,782545
895,San Luis Obispo,2021-03-02,278862
896,San Mateo,2021-03-02,778001
897,Santa Barbara,2021-03-02,456373
898,Santa Clara,2021-03-02,1967585
899,Santa Cruz,2021-03-02,273999
900,Shasta,2021-03-02,177925
901,Sierra,2021-03-02,3115
902,Siskiyou,2021-03-02,43956
903,Solano,2021-03-02,444255
904,Sonoma,2021-03-02,496668
905,Stanislaus,2021-03-02,562303
906,Sutter,2021-03-02,105747
907,Tehama,2021-03-02,65885
908,Trinity,2021-03-02,13354
909,Tulare,2021-03-02,484423
910,Tuolumne,2021-03-02,52351
912,Ventura,2021-03-02,852747
913,Yolo,2021-03-02,223612
914,Yuba,2021-03-02,79290
915,Alameda,2021-03-01,1685886
916,Alpine,2021-03-01,1117
917,Amador,2021-03-01,38531
918,Butte,2021-03-01,217769
919,Calaveras,2021-03-01,44289
920,California,2021-03-01,40129160
921,Colusa,2021-03-01,22593
922,Contra Costa,2021-03-01,1160099
923,Del Norte,2021-03-01,27558
924,El Dorado,2021-03-01,193098
925,Fresno,2021-03-01,1032227
926,Glenn,2021-03-01,29348
927,Humboldt,2021-03-01,134098
928,Imperial,2021-03-01,191649
929,Inyo,2021-03-01,18453
930,Kern,2021-03-01,927251
931,Kings,2021-03-01,156444
932,Lake,2021-03-01,64871
933,Lassen,2021-03-01,30065
934,Los Angeles,2021-03-01,10257557
935,Madera,2021-03-01,160089
936,Marin,2021-03-01,260800
937,Mariposa,2021-03-01,17795
938,Mendocino,2021-03-01,88439
939,Merced,2021-03-01,287420
940,Modoc,2021-03-01,9475
941,Mono,2021-03-01,13961
942,Monterey,2021-03-01,448732
943,Napa,2021-03-01,139652
944,Nevada,2021-03-01,98710
945,Orange,2021-03-01,3228519
947,Placer,2021-03-01,400434
948,Plumas,2021-03-01,18997
949,Riverside,2021-03-01,2468145
950,Sacramento,2021-03-01,1567975
951,San Benito,2021-03-01,64022
952,San Bernardino,2021-03-01,2217398
953,San Diego,2021-03-01,3370418
954,San Francisco,2021-03-01,892280
955,San Joaquin,2021-03-01,782545
956,San Luis Obispo,2021-03-01,278862
957,San Mateo,2021-03-01,778001
958,Santa Barbara,2021-03-01,456373
959,Santa Clara,2021-03-01,1967585
960,Santa Cruz,2021-03-01,273999
961,Shasta,2021-03-01,177925
962,Sierra,2021-03-01,3115
963,Siskiyou,2021-03-01,43956
964,Solano,2021-03-01,444255
965,Sonoma,2021-03-01,496668
966,Stanislaus,2021-03-01,562303
967,Sutter,2021-03-01,105747
968,Tehama,2021-03-01,65885
969,Trinity,2021-03-01,13354
970,Tulare,2021-03-01,484423
971,Tuolumne,2021-03-01,52351
973,Ventura,2021-03-01,852747
974,Yolo,2021-03-01,223612
975,Yuba,2021-03-01,79290
976,Alameda,2021-02-28,1685886
977,Alpine,2021-02-28,1117
978,Amador,2021-02-28,38531
979,Butte,2021-02-28,217769
980,Calaveras,2021-02-28,44289
981,California,2021-02-28,40129160
982,Colusa,2021-02-28,22593
983,Contra Costa,2021-02-28,1160099
984,Del Norte,2021-02-28,27558
985,El Dorado,2021-02-28,193098
986,Fresno,2021-02-28,1032227
987,Glenn,2021-02-28,29348
988,Humboldt,2021-02-28,134098
989,Imperial,2021-02-28,191649
990,Inyo,2021-02-28,18453
991,Kern,2021-02-28,927251
992,Kings,2021-02-28,156444
993,Lake,2021-02-28,64871
994,Lassen,2021-02-28,30065
995,Los Angeles,2021-02-28,10257557
996,Madera,2021-02-28,160089
997,Marin,2021-02-28,260800
998,Mariposa,2021-02-28,17795
999,Mendocino,2021-02-28,88439
1000,Merced,2021-02-28,287420
1001,Modoc,2021-02-28,9475
1002,Mono,2021-02-28,13961
1003,Monterey,2021-02-28,448732
1004,Napa,2021-02-28,139652
1005,Nevada,2021-02-28,98710
1006,Orange,2021-02-28,3228519
1008,Placer,2021-02-28,400434
1009,Plumas,2021-02-28,18997
1010,Riverside,2021-02-28,2468145
1011,Sacramento,2021-02-28,1567975
1012,San Benito,2021-02-28,64022
1013,San Bernardino,2021-02-28,2217398
1014,San Diego,2021-02-28,3370418
1015,San Francisco,2021-02-28,892280
1016,San Joaquin,2021-02-28,782545
1017,San Luis Obispo,2021-02-28,278862
1018,San Mateo,2021-02-28,778001
1019,Santa Barbara,2021-02-28,456373
1020,Santa Clara,2021-02-28,1967585
1021,Santa Cruz,2021-02-28,273999
1022,Shasta,2021-02-28,177925
1023,Sierra,2021-02-28,3115
1024,Siskiyou,2021-02-28,43956
1025,Solano,2021-02-28,444255
1026,Sonoma,2021-02-28,496668
1027,Stanislaus,2021-02-28,562303
1028,Sutter,2021-02-28,105747
1029,Tehama,2021-02-28,65885
1030,Trinity,2021-02-28,13354
1031,Tulare,2021-02-28,484423
1032,Tuolumne,2021-02-28,52351
1034,Ventura,2021-02-28,852747
1035,Yolo,2021-02-28,223612
1036,Yuba,2021-02-28,79290
1037,Alameda,2021-02-27,1685886
1038,Alpine,2021-02-27,1117
1039,Amador,2021-02-27,38531
1040,Butte,2021-02-27,217769
1041,Calaveras,2021-02-27,44289
1042,California,2021-02-27,40129160
1043,Colusa,2021-02-27,22593
1044,Contra Costa,2021-02-27,1160099
1045,Del Norte,2021-02-27,27558
1046,El Dorado,2021-02-27,193098
1047,Fresno,2021-02-27,1032227
1048,Glenn,2021-02-27,29348
1049,Humboldt,2021-02-27,134098
1050,Imperial,2021-02-27,191649
1051,Inyo,2021-02-27,18453
1052,Kern,2021-02-27,927251
1053,Kings,2021-02-27,156444
1054,Lake,2021-02-27,64871
1055,Lassen,2021-02-27,30065
1056,Los Angeles,2021-02-27,10257557
1057,Madera,2021-02-27,160089
1058,Marin,2021-02-27,260800
1059,Mariposa,2021-02-27,17795
1060,Mendocino,2021-02-27,88439
1061,Merced,2021-02-27,287420
1062,Modoc,2021-02-27,9475
1063,Mono,2021-02-27,13961
1064,Monterey,2021-02-27,448732
1065,Napa,2021-02-27,139652
1066,Nevada,2021-02-27,98710
1067,Orange,2021-02-27,3228519
1069,Placer,2021-02-27,400434
1070,Plumas,2021-02-27,18997
1071,Riverside,2021-02-27,2468145
1072,Sacramento,2021-02-27,1567975
1073,San Benito,2021-02-27,64022
1074,San Bernardino,2021-02-27,2217398
1075,San Diego,2021-02-27,3370418
1076,San Francisco,2021-02-27,892280
1077,San Joaquin,2021-02-27,782545
1078,San Luis Obispo,2021-02-27,278862
1079,San Mateo,2021-02-27,778001
1080,Santa Barbara,2021-02-27,456373
1081,Santa Clara,2021-02-27,1967585
1082,Santa Cruz,2021-02-27,273999
1083,Shasta,2021-02-27,177925
1084,Sierra,2021-02-27,3115
1085,Siskiyou,2021-02-27,43956
1086,Solano,2021-02-27,444255
1087,Sonoma,2021-02-27,496668
1088,Stanislaus,2021-02-27,562303
1089,Sutter,2021-02-27,105747
1090,Tehama,2021-02-27,65885
1091,Trinity,2021-02-27,13354
1092,Tulare,2021-02-27,484423
1093,Tuolumne,2021-02-27,52351
1095,Ventura,2021-02-27,852747
1096,Yolo,2021-02-27,223612
1097,Yuba,2021-02-27,79290
1098,Alameda,2021-02-26,1685886
1099,Alpine,2021-02-26,1117
1100,Amador,2021-02-26,38531
1101,Butte,2021-02-26,217769
1102,Calaveras,2021-02-26,44289
1103,California,2021-02-26,40129160
1104,Colusa,2021-02-26,22593
1105,Contra Costa,2021-02-26,1160099
1106,Del Norte,2021-02-26,27558
1107,El Dorado,2021-02-26,193098
1108,Fresno,2021-02-26,1032227
1109,Glenn,2021-02-26,29348
1110,Humboldt,2021-02-26,134098
1111,Imperial,2021-02-26,191649
1112,Inyo,2021-02-26,18453
1113,Kern,2021-02-26,927251
1114,Kings,2021-02-26,156444
1115,Lake,2021-02-26,64871
1116,Lassen,2021-02-26,30065
1117,Los Angeles,2021-02-26,10257557
1118,Madera,2021-02-26,160089
1119,Marin,2021-02-26,260800
1120,Mariposa,2021-02-26,17795
1121,Mendocino,2021-02-26,88439
1122,Merced,2021-02-26,287420
1123,Modoc,2021-02-26,9475
1124,Mono,2021-02-26,13961
1125,Monterey,2021-02-26,448732
1126,Napa,2021-02-26,139652
1127,Nevada,2021-02-26,98710
1128,Orange,2021-02-26,3228519
1130,Placer,2021-02-26,400434
1131,Plumas,2021-02-26,18997
1132,Riverside,2021-02-26,2468145
1133,Sacramento,2021-02-26,1567975
1134,San Benito,2021-02-26,64022
1135,San Bernardino,2021-02-26,2217398
1136,San Diego,2021-02-26,3370418
1137,San Francisco,2021-02-26,892280
1138,San Joaquin,2021-02-26,782545
1139,San Luis Obispo,2021-02-26,278862
1140,San Mateo,2021-02-26,778001
1141,Santa Barbara,2021-02-26,456373
1142,Santa Clara,2021-02-26,1967585
1143,Santa Cruz,2021-02-26,273999
1144,Shasta,2021-02-26,177925
1145,Sierra,2021-02-26,3115
1146,Siskiyou,2021-02-26,43956
1147,Solano,2021-02-26,444255
1148,Sonoma,2021-02-26,496668
1149,Stanislaus,2021-02-26,562303
1150,Sutter,2021-02-26,105747
1151,Tehama,2021-02-26,65885
1152,Trinity,2021-02-26,13354
1153,Tulare,2021-02-26,484423
1154,Tuolumne,2021-02-26,52351
1156,Ventura,2021-02-26,852747
1157,Yolo,2021-02-26,223612
1158,Yuba,2021-02-26,79290
1159,Alameda,2021-02-25,1685886
1160,Alpine,2021-02-25,1117
1161,Amador,2021-02-25,38531
1162,Butte,2021-02-25,217769
1163,Calaveras,2021-02-25,44289
1164,California,2021-02-25,40129160
1165,Colusa,2021-02-25,22593
1166,Contra Costa,2021-02-25,1160099
1167,Del Norte,2021-02-25,27558
1168,El Dorado,2021-02-25,193098
1169,Fresno,2021-02-25,1032227
1170,Glenn,2021-02-25,29348
1171,Humboldt,2021-02-25,134098
1172,Imperial,2021-02-25,191649
1173,Inyo,2021-02-25,18453
1174,Kern,2021-02-25,927251
1175,Kings,2021-02-25,156444
1176,Lake,2021-02-25,64871
1177,Lassen,2021-02-25,30065
1178,Los Angeles,2021-02-25,10257557
1179,Madera,2021-02-25,160089
1180,Marin,2021-02-25,260800
1181,Mariposa,2021-02-25,17795
1182,Mendocino,2021-02-25,88439
1183,Merced,2021-02-25,287420
1184,Modoc,2021-02-25,9475
1185,Mono,2021-02-25,13961
1186,Monterey,2021-02-25,448732
1187,Napa,2021-02-25,139652
1188,Nevada,2021-02-25,98710
1189,Orange,2021-02-25,3228519
1191,Placer,2021-02-25,400434
1192,Plumas,2021-02-25,18997
1193,Riverside,2021-02-25,2468145
1194,Sacramento,2021-02-25,1567975
1195,San Benito,2021-02-25,64022
1196,San Bernardino,2021-02-25,2217398
1197,San Diego,2021-02-25,3370418
1198,San Francisco,2021-02-25,892280
1199,San Joaquin,2021-02-25,782545
1200,San Luis Obispo,2021-02-25,278862
1201,San Mateo,2021-02-25,778001
1202,Santa Barbara,2021-02-25,456373
1203,Santa Clara,2021-02-25,1967585
1204,Santa Cruz,2021-02-25,273999
1205,Shasta,2021-02-25,177925
1206,Sierra,2021-02-25,3115
1207,Siskiyou,2021-02-25,43956
1208,Solano,2021-02-25,444255
1209,Sonoma,2021-02-25,496668
1210,Stanislaus,2021-02-25,562303
1211,Sutter,2021-02-25,105747
1212,Tehama,2021-02-25,65885
1213,Trinity,2021-02-25,13354
1214,Tulare,2021-02-25,484423
1215,Tuolumne,2021-02-25,52351
1217,Ventura,2021-02-25,852747
1218,Yolo,2021-02-25,223612
1219,Yuba,2021-02-25,79290
1220,Alameda,2021-02-24,1685886
1221,Alpine,2021-02-24,1117
1222,Amador,2021-02-24,38531
1223,Butte,2021-02-24,217769
1224,Calaveras,2021-02-24,44289
1225,California,2021-02-24,40129160
1226,Colusa,2021-02-24,22593
1227,Contra Costa,2021-02-24,1160099
1228,Del Norte,2021-02-24,27558
1229,El Dorado,2021-02-24,193098
1230,Fresno,2021-02-24,1032227
1231,Glenn,2021-02-24,29348
1232,Humboldt,2021-02-24,134098
1233,Imperial,2021-02-24,191649
1234,Inyo,2021-02-24,18453
1235,Kern,2021-02-24,927251
1236,Kings,2021-02-24,156444
1237,Lake,2021-02-24,64871
1238,Lassen,2021-02-24,30065
1239,Los Angeles,2021-02-24,10257557
1240,Madera,2021-02-24,160089
1241,Marin,2021-02-24,260800
1242,Mariposa,2021-02-24,17795
1243,Mendocino,2021-02-24,88439
1244,Merced,2021-02-24,287420
1245,Modoc,2021-02-24,9475
1246,Mono,2021-02-24,13961
1247,Monterey,2021-02-24,448732
1248,Napa,2021-02-24,139652
1249,Nevada,2021-02-24,98710
1250,Orange,2021-02-24,3228519
1252,Placer,2021-02-24,400434
1253,Plumas,2021-02-24,18997
1254,Riverside,2021-02-24,2468145
1255,Sacramento,2021-02-24,1567975
1256,San Benito,2021-02-24,64022
1257,San Bernardino,2021-02-24,2217398
1258,San Diego,2021-02-24,3370418
1259,San Francisco,2021-02-24,892280
1260,San Joaquin,2021-02-24,782545
1261,San Luis Obispo,2021-02-24,278862
1262,San Mateo,2021-02-24,778001
1263,Santa Barbara,2021-02-24,456373
1264,Santa Clara,2021-02-24,1967585
1265,Santa Cruz,2021-02-24,273999
1266,Shasta,2021-02-24,177925
1267,Sierra,2021-02-24,3115
1268,Siskiyou,2021-02-24,43956
1269,Solano,2021-02-24,444255
1270,Sonoma,2021-02-24,496668
1271,Stanislaus,2021-02-24,562303
1272,Sutter,2021-02-24,105747
1273,Tehama,2021-02-24,65885
1274,Trinity,2021-02-24,13354
1275,Tulare,2021-02-24,484423
1276,Tuolumne,2021-02-24,52351
1278,Ventura,2021-02-24,852747
1279,Yolo,2021-02-24,223612
1280,Yuba,2021-02-24,79290
1281,Alameda,2021-02-23,1685886
1282,Alpine,2021-02-23,1117
1283,Amador,2021-02-23,38531
1284,Butte,2021-02-23,217769
1285,Calaveras,2021-02-23,44289
1286,California,2021-02-23,40129160
1287,Colusa,2021-02-23,22593
1288,Contra Costa,2021-02-23,1160099
1289,Del Norte,2021-02-23,27558
1290,El Dorado,2021-02-23,193098
1291,Fresno,2021-02-23,1032227
1292,Glenn,2021-02-23,29348
1293,Humboldt,2021-02-23,134098
1294,Imperial,2021-02-23,191649
1295,Inyo,2021-02-23,18453
1296,Kern,2021-02-23,927251
1297,Kings,2021-02-23,156444
1298,Lake,2021-02-23,64871
1299,Lassen,2021-02-23,30065
1300,Los Angeles,2021-02-23,10257557
1301,Madera,2021-02-23,160089
1302,Marin,2021-02-23,260800
1303,Mariposa,2021-02-23,17795
1304,Mendocino,2021-02-23,88439
1305,Merced,2021-02-23,287420
1306,Modoc,2021-02-23,9475
1307,Mono,2021-02-23,13961
1308,Monterey,2021-02-23,448732
1309,Napa,2021-02-23,139652
1310,Nevada,2021-02-23,98710
1311,Orange,2021-02-23,3228519
1313,Placer,2021-02-23,400434
1314,Plumas,2021-02-23,18997
1315,Riverside,2021-02-23,2468145
1316,Sacramento,2021-02-23,1567975
1317,San Benito,2021-02-23,64022
1318,San Bernardino,2021-02-23,2217398
1319,San Diego,2021-02-23,3370418
1320,San Francisco,2021-02-23,892280
1321,San Joaquin,2021-02-23,782545
1322,San Luis Obispo,2021-02-23,278862
1323,San Mateo,2021-02-23,778001
1324,Santa Barbara,2021-02-23,456373
1325,Santa Clara,2021-02-23,1967585
1326,Santa Cruz,2021-02-23,273999
1327,Shasta,2021-02-23,177925
1328,Sierra,2021-02-23,3115
1329,Siskiyou,2021-02-23,43956
1330,Solano,2021-02-23,444255
1331,Sonoma,2021-02-23,496668
1332,Stanislaus,2021-02-23,562303
1333,Sutter,2021-02-23,105747
1334,Tehama,2021-02-23,65885
1335,Trinity,2021-02-23,13354
1336,Tulare,2021-02-23,484423
1337,Tuolumne,2021-02-23,52351
1339,Ventura,2021-02-23,852747
1340,Yolo,2021-02-23,223612
1341,Yuba,2021-02-23,79290
1342,Alameda,2021-02-22,1685886
1343,Alpine,2021-02-22,1117
1344,Amador,2021-02-22,38531
1345,Butte,2021-02-22,217769
1346,Calaveras,2021-02-22,44289
1347,California,2021-02-22,40129160
1348,Colusa,2021-02-22,22593
1349,Contra Costa,2021-02-22,1160099
1350,Del Norte,2021-02-22,27558
1351,El Dorado,2021-02-22,193098
1352,Fresno,2021-02-22,1032227
1353,Glenn,2021-02-22,29348
1354,Humboldt,2021-02-22,134098
1355,Imperial,2021-02-22,191649
1356,Inyo,2021-02-22,18453
1357,Kern,2021-02-22,927251
1358,Kings,2021-02-22,156444
1359,Lake,2021-02-22,64871
1360,Lassen,2021-02-22,30065
1361,Los Angeles,2021-02-22,10257557
1362,Madera,2021-02-22,160089
1363,Marin,2021-02-22,260800
1364,Mariposa,2021-02-22,17795
1365,Mendocino,2021-02-22,88439
1366,Merced,2021-02-22,287420
1367,Modoc,2021-02-22,9475
1368,Mono,2021-02-22,13961
1369,Monterey,2021-02-22,448732
1370,Napa,2021-02-22,139652
1371,Nevada,2021-02-22,98710
1372,Orange,2021-02-22,3228519
1374,Placer,2021-02-22,400434
1375,Plumas,2021-02-22,18997
1376,Riverside,2021-02-22,2468145
1377,Sacramento,2021-02-22,1567975
1378,San Benito,2021-02-22,64022
1379,San Bernardino,2021-02-22,2217398
1380,San Diego,2021-02-22,3370418
1381,San Francisco,2021-02-22,892280
1382,San Joaquin,2021-02-22,782545
1383,San Luis Obispo,2021-02-22,278862
1384,San Mateo,2021-02-22,778001
1385,Santa Barbara,2021-02-22,456373
1386,Santa Clara,2021-02-22,1967585
1387,Santa Cruz,2021-02-22,273999
1388,Shasta,2021-02-22,177925
1389,Sierra,2021-02-22,3115
1390,Siskiyou,2021-02-22,43956
1391,Solano,2021-02-22,444255
1392,Sonoma,2021-02-22,496668
1393,Stanislaus,2021-02-22,562303
1394,Sutter,2021-02-22,105747
1395,Tehama,2021-02-22,65885
1396,Trinity,2021-02-22,13354
1397,Tulare,2021-02-22,484423
1398,Tuolumne,2021-02-22,52351
1400,Ventura,2021-02-22,852747
1401,Yolo,2021-02-22,223612
1402,Yuba,2021-02-22,79290
1403,Alameda,2021-02-21,1685886
1404,Alpine,2021-02-21,1117
1405,Amador,2021-02-21,38531
1406,Butte,2021-02-21,217769
1407,Calaveras,2021-02-21,44289
1408,California,2021-02-21,40129160
1409,Colusa,2021-02-21,22593
1410,Contra Costa,2021-02-21,1160099
1411,Del Norte,2021-02-21,27558
1412,El Dorado,2021-02-21,193098
1413,Fresno,2021-02-21,1032227
1414,Glenn,2021-02-21,29348
1415,Humboldt,2021-02-21,134098
1416,Imperial,2021-02-21,191649
1417,Inyo,2021-02-21,18453
1418,Kern,2021-02-21,927251
1419,Kings,2021-02-21,156444
1420,Lake,2021-02-21,64871
1421,Lassen,2021-02-21,30065
1422,Los Angeles,2021-02-21,10257557
1423,Madera,2021-02-21,160089
1424,Marin,2021-02-21,260800
1425,Mariposa,2021-02-21,17795
1426,Mendocino,2021-02-21,88439
1427,Merced,2021-02-21,287420
1428,Modoc,2021-02-21,9475
1429,Mono,2021-02-21,13961
1430,Monterey,2021-02-21,448732
1431,Napa,2021-02-21,139652
1432,Nevada,2021-02-21,98710
1433,Orange,2021-02-21,3228519
1435,Placer,2021-02-21,400434
1436,Plumas,2021-02-21,18997
1437,Riverside,2021-02-21,2468145
1438,Sacramento,2021-02-21,1567975
1439,San Benito,2021-02-21,64022
1440,San Bernardino,2021-02-21,2217398
1441,San Diego,2021-02-21,3370418
1442,San Francisco,2021-02-21,892280
1443,San Joaquin,2021-02-21,782545
1444,San Luis Obispo,2021-02-21,278862
1445,San Mateo,2021-02-21,778001
1446,Santa Barbara,2021-02-21,456373
1447,Santa Clara,2021-02-21,1967585
1448,Santa Cruz,2021-02-21,273999
1449,Shasta,2021-02-21,177925
1450,Sierra,2021-02-21,3115
1451,Siskiyou,2021-02-21,43956
1452,Solano,2021-02-21,444255
1453,Sonoma,2021-02-21,496668
1454,Stanislaus,2021-02-21,562303
1455,Sutter,2021-02-21,105747
1456,Tehama,2021-02-21,65885
1457,Trinity,2021-02-21,13354
1458,Tulare,2021-02-21,484423
1459,Tuolumne,2021-02-21,52351
1461,Ventura,2021-02-21,852747
1462,Yolo,2021-02-21,223612
1463,Yuba,2021-02-21,79290
1464,Alameda,2021-02-20,1685886
1465,Alpine,2021-02-20,1117
1466,Amador,2021-02-20,38531
1467,Butte,2021-02-20,217769
1468,Calaveras,2021-02-20,44289
1469,California,2021-02-20,40129160
1470,Colusa,2021-02-20,22593
1471,Contra Costa,2021-02-20,1160099
1472,Del Norte,2021-02-20,27558
1473,El Dorado,2021-02-20,193098
