county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
Los Angeles,1/25/2021,6176,1094591,6424,1055181
Madera,1/25/2021,92,14510,68,14068
Marin,1/25/2021,66,12200,51,11923
Mariposa,1/25/2021,4,347,9,331
Mendocino,1/25/2021,21,3165,17,3054
Merced,1/25/2021,236,25899,134,25181
Modoc,1/25/2021,1,297,3,288
Mono,1/25/2021,7,1140,1,1114
Monterey,1/25/2021,268,38674,199,37726
Napa,1/25/2021,45,8323,52,8057
Nevada,1/25/2021,42,3593,16,3365
Orange,1/25/2021,1338,229851,1252,225105
Placer,1/25/2021,102,18518,97,17936
Plumas,1/25/2021,3,604,1,533
Riverside,1/25/2021,1468,262500,1315,258082
Sacramento,1/25/2021,561,85779,543,84653
San Benito,1/25/2021,44,5387,15,5238
San Bernardino,1/25/2021,1114,269407,804,263174
San Diego,1/25/2021,1615,240969,1437,228630
San Francisco,1/25/2021,200,31259,175,30734
San Joaquin,1/25/2021,423,60601,270,59291
San Luis Obispo,1/25/2021,121,17521,110,16868
San Mateo,1/25/2021,248,35827,231,34187
Santa Barbara,1/25/2021,314,28485,330,27065
Santa Clara,1/25/2021,678,101125,544,98647
Santa Cruz,1/25/2021,82,13499,68,12973
Shasta,1/25/2021,71,10183,13,9991
Sierra,1/25/2021,1,46,0,42
Siskiyou,1/25/2021,7,1238,10,1205
Solano,1/25/2021,192,27528,133,26648
Sonoma,1/25/2021,194,25829,115,25160
Stanislaus,1/25/2021,314,45990,262,44293
Sutter,1/25/2021,73,8165,43,8023
Tehama,1/25/2021,40,4212,20,4082
Trinity,1/25/2021,0,279,0,262
Tulare,1/25/2021,228,44084,118,43124
Tuolumne,1/25/2021,11,3509,6,3422
Ventura,1/25/2021,710,68995,563,66910
Yolo,1/25/2021,86,11955,66,11276
Yuba,1/25/2021,40,5040,25,4900
Alameda,1/24/2021,231,72817,743,70823
Alpine,1/24/2021,0,72,0,72
Amador,1/24/2021,3,3142,5,3054
Butte,1/24/2021,34,10108,63,9820
Calaveras,1/24/2021,6,1710,9,1704
California,1/24/2021,10073,3233398,27007,3136158
Colusa,1/24/2021,4,1723,17,1689
Contra Costa,1/24/2021,208,56409,532,54694
Del Norte,1/24/2021,1,862,0,855
El Dorado,1/24/2021,15,8435,19,8003
Fresno,1/24/2021,175,88958,534,85808
Glenn,1/24/2021,2,2057,11,2026
Humboldt,1/24/2021,20,2721,69,2562
Imperial,1/24/2021,26,26041,126,25707
Inyo,1/24/2021,9,1055,20,1007
Kern,1/24/2021,236,85302,523,83125
Kings,1/24/2021,43,20409,84,19988
Lake,1/24/2021,8,2803,51,2724
Lassen,1/24/2021,3,4873,12,4828
Los Angeles,1/24/2021,3178,1088415,7796,1048757
Madera,1/24/2021,36,14418,142,14000
Marin,1/24/2021,55,12134,76,11872
Mariposa,1/24/2021,0,343,-1,322
Mendocino,1/24/2021,15,3144,46,3037
Merced,1/24/2021,98,25663,260,25047
Modoc,1/24/2021,0,296,0,285
Mono,1/24/2021,2,1133,2,1113
Monterey,1/24/2021,77,38406,362,37527
Napa,1/24/2021,21,8278,112,8005
Nevada,1/24/2021,11,3551,17,3349
Orange,1/24/2021,740,228513,2131,223853
Placer,1/24/2021,43,18416,222,17839
Plumas,1/24/2021,1,601,4,532
Riverside,1/24/2021,867,261032,3131,256767
Sacramento,1/24/2021,216,85218,702,84110
San Benito,1/24/2021,24,5343,57,5223
San Bernardino,1/24/2021,533,268293,1989,262370
San Diego,1/24/2021,1047,239354,1637,227193
San Francisco,1/24/2021,103,31059,251,30559
San Joaquin,1/24/2021,116,60178,857,59021
San Luis Obispo,1/24/2021,66,17400,106,16758
San Mateo,1/24/2021,173,35579,260,33956
Santa Barbara,1/24/2021,179,28171,501,26735
Santa Clara,1/24/2021,351,100447,914,98103
Santa Cruz,1/24/2021,54,13417,134,12905
Shasta,1/24/2021,30,10112,27,9978
Sierra,1/24/2021,0,45,1,42
Siskiyou,1/24/2021,8,1231,5,1195
Solano,1/24/2021,93,27336,254,26515
Sonoma,1/24/2021,73,25635,255,25045
Stanislaus,1/24/2021,154,45676,308,44031
Sutter,1/24/2021,18,8092,37,7980
Tehama,1/24/2021,19,4172,56,4062
Trinity,1/24/2021,0,279,0,262
Tulare,1/24/2021,148,43856,345,43006
Tuolumne,1/24/2021,7,3498,9,3416
Ventura,1/24/2021,439,68285,766,66347
Yolo,1/24/2021,43,11869,123,11210
Yuba,1/24/2021,11,5000,44,4875
Alameda,1/23/2021,333,72586,387,70080
Alpine,1/23/2021,0,72,1,72
Amador,1/23/2021,5,3139,7,3049
Butte,1/23/2021,48,10074,46,9757
Calaveras,1/23/2021,9,1704,23,1695
California,1/23/2021,13372,3223325,24111,3109151
Colusa,1/23/2021,2,1719,4,1672
Contra Costa,1/23/2021,231,56201,275,54162
Del Norte,1/23/2021,1,861,3,855
El Dorado,1/23/2021,33,8420,107,7984
Fresno,1/23/2021,345,88783,530,85274
Glenn,1/23/2021,6,2055,30,2015
Humboldt,1/23/2021,24,2701,41,2493
Imperial,1/23/2021,31,26015,19,25581
Inyo,1/23/2021,11,1046,26,987
Kern,1/23/2021,296,85066,501,82602
Kings,1/23/2021,79,20366,144,19904
Lake,1/23/2021,12,2795,-8,2673
Lassen,1/23/2021,9,4870,51,4816
Los Angeles,1/23/2021,4430,1085237,9784,1040961
Madera,1/23/2021,66,14382,77,13858
Marin,1/23/2021,38,12079,27,11796
Mariposa,1/23/2021,0,343,0,323
Mendocino,1/23/2021,25,3129,-3,2991
Merced,1/23/2021,126,25565,171,24787
Modoc,1/23/2021,0,296,0,285
Mono,1/23/2021,0,1131,3,1111
Monterey,1/23/2021,152,38329,256,37165
Napa,1/23/2021,46,8257,65,7893
Nevada,1/23/2021,25,3540,36,3332
Orange,1/23/2021,950,227773,1338,221722
Placer,1/23/2021,52,18373,-19,17617
Plumas,1/23/2021,2,600,6,528
Riverside,1/23/2021,1106,260165,1196,253636
Sacramento,1/23/2021,322,85002,547,83408
San Benito,1/23/2021,24,5319,23,5166
San Bernardino,1/23/2021,808,267760,1260,260381
San Diego,1/23/2021,1223,238307,2980,225556
San Francisco,1/23/2021,115,30956,281,30308
San Joaquin,1/23/2021,181,60062,-321,58164
San Luis Obispo,1/23/2021,86,17334,316,16652
San Mateo,1/23/2021,221,35406,295,33696
Santa Barbara,1/23/2021,201,27992,245,26234
Santa Clara,1/23/2021,451,100096,754,97189
Santa Cruz,1/23/2021,61,13363,84,12771
Shasta,1/23/2021,18,10082,85,9951
Sierra,1/23/2021,0,45,1,41
Siskiyou,1/23/2021,4,1223,8,1190
Solano,1/23/2021,90,27243,213,26261
Sonoma,1/23/2021,78,25562,131,24790
Stanislaus,1/23/2021,147,45522,234,43723
Sutter,1/23/2021,27,8074,65,7943
Tehama,1/23/2021,19,4153,13,4006
Trinity,1/23/2021,0,279,-1,262
Tulare,1/23/2021,186,43708,354,42661
Tuolumne,1/23/2021,29,3491,28,3407
Ventura,1/23/2021,532,67846,1177,65581
Yolo,1/23/2021,32,11826,73,11087
Yuba,1/23/2021,24,4989,42,4831
Alameda,1/22/2021,451,72253,379,69693
Alpine,1/22/2021,0,72,0,71
Amador,1/22/2021,22,3134,4,3042
Butte,1/22/2021,69,10026,68,9711
Calaveras,1/22/2021,6,1695,25,1672
California,1/22/2021,19772,3209953,22972,3085040
Colusa,1/22/2021,7,1717,6,1668
Contra Costa,1/22/2021,406,55970,292,53887
Del Norte,1/22/2021,2,860,2,852
El Dorado,1/22/2021,52,8387,54,7877
Fresno,1/22/2021,411,88438,607,84744
Glenn,1/22/2021,6,2049,21,1985
Humboldt,1/22/2021,26,2677,29,2452
Imperial,1/22/2021,92,25984,53,25562
Inyo,1/22/2021,10,1035,15,961
Kern,1/22/2021,394,84770,773,82101
Kings,1/22/2021,71,20287,127,19760
Lake,1/22/2021,16,2783,12,2681
Lassen,1/22/2021,10,4861,2,4765
Los Angeles,1/22/2021,6645,1080807,8122,1031177
Madera,1/22/2021,65,14316,117,13781
Marin,1/22/2021,57,12041,37,11769
Mariposa,1/22/2021,4,343,1,323
Mendocino,1/22/2021,23,3104,27,2994
Merced,1/22/2021,155,25439,190,24616
Modoc,1/22/2021,3,296,1,285
Mono,1/22/2021,5,1131,4,1108
Monterey,1/22/2021,281,38177,760,36909
Napa,1/22/2021,65,8211,54,7828
Nevada,1/22/2021,30,3515,22,3296
Orange,1/22/2021,1354,226823,1517,220384
Placer,1/22/2021,80,18321,83,17636
Plumas,1/22/2021,4,598,4,522
Riverside,1/22/2021,1700,259059,1433,252440
Sacramento,1/22/2021,454,84680,558,82861
San Benito,1/22/2021,33,5295,43,5143
San Bernardino,1/22/2021,1320,266952,1367,259121
San Diego,1/22/2021,1765,237084,2847,222576
San Francisco,1/22/2021,188,30841,226,30027
San Joaquin,1/22/2021,292,59881,215,58485
San Luis Obispo,1/22/2021,87,17248,183,16336
San Mateo,1/22/2021,243,35185,245,33401
Santa Barbara,1/22/2021,275,27791,335,25989
Santa Clara,1/22/2021,637,99645,407,96435
Santa Cruz,1/22/2021,88,13302,139,12687
Shasta,1/22/2021,42,10064,71,9866
Sierra,1/22/2021,0,45,0,40
Siskiyou,1/22/2021,3,1219,4,1182
Solano,1/22/2021,182,27153,163,26048
Sonoma,1/22/2021,142,25484,219,24659
Stanislaus,1/22/2021,322,45375,266,43489
Sutter,1/22/2021,38,8047,56,7878
Tehama,1/22/2021,35,4134,55,3993
Trinity,1/22/2021,0,279,2,263
Tulare,1/22/2021,200,43522,225,42307
Tuolumne,1/22/2021,10,3462,14,3379
Ventura,1/22/2021,766,67314,409,64404
Yolo,1/22/2021,92,11794,74,11014
Yuba,1/22/2021,36,4965,32,4789
Alameda,1/21/2021,531,71802,529,69314
Alpine,1/21/2021,0,72,0,71
Amador,1/21/2021,31,3112,2,3038
Butte,1/21/2021,49,9957,61,9643
Calaveras,1/21/2021,22,1689,10,1647
California,1/21/2021,22312,3190181,23024,3062068
Colusa,1/21/2021,16,1710,32,1662
Contra Costa,1/21/2021,460,55564,487,53595
Del Norte,1/21/2021,1,858,2,850
El Dorado,1/21/2021,48,8335,38,7823
Fresno,1/21/2021,417,88027,546,84137
Glenn,1/21/2021,10,2043,9,1964
Humboldt,1/21/2021,42,2651,33,2423
Imperial,1/21/2021,77,25892,129,25509
Inyo,1/21/2021,9,1025,45,946
Kern,1/21/2021,446,84376,627,81328
Kings,1/21/2021,86,20216,111,19633
Lake,1/21/2021,23,2767,23,2669
Lassen,1/21/2021,6,4851,5,4763
Los Angeles,1/21/2021,7470,1074162,7447,1023055
Madera,1/21/2021,64,14251,79,13664
Marin,1/21/2021,54,11984,48,11732
Mariposa,1/21/2021,2,339,0,322
Mendocino,1/21/2021,15,3081,10,2967
Merced,1/21/2021,174,25284,206,24426
Modoc,1/21/2021,1,293,2,284
Mono,1/21/2021,7,1126,-1,1104
Monterey,1/21/2021,317,37896,189,36149
Napa,1/21/2021,98,8146,43,7774
Nevada,1/21/2021,31,3485,36,3274
Orange,1/21/2021,1570,225469,1974,218867
Placer,1/21/2021,92,18241,98,17553
Plumas,1/21/2021,3,594,6,518
Riverside,1/21/2021,2000,257359,2321,251007
Sacramento,1/21/2021,533,84226,616,82303
San Benito,1/21/2021,31,5262,64,5100
San Bernardino,1/21/2021,1319,265632,1833,257754
San Diego,1/21/2021,1854,235319,1176,219729
San Francisco,1/21/2021,227,30653,136,29801
San Joaquin,1/21/2021,392,59589,245,58270
San Luis Obispo,1/21/2021,180,17161,217,16153
San Mateo,1/21/2021,228,34942,227,33156
Santa Barbara,1/21/2021,305,27516,342,25654
Santa Clara,1/21/2021,686,99008,1033,96028
Santa Cruz,1/21/2021,109,13214,88,12548
Shasta,1/21/2021,52,10022,98,9795
Sierra,1/21/2021,0,45,0,40
Siskiyou,1/21/2021,6,1216,15,1178
Solano,1/21/2021,197,26971,226,25885
Sonoma,1/21/2021,150,25342,178,24440
Stanislaus,1/21/2021,305,45053,268,43223
Sutter,1/21/2021,46,8009,50,7822
Tehama,1/21/2021,25,4099,46,3938
Trinity,1/21/2021,0,279,1,261
Tulare,1/21/2021,267,43322,283,42082
Tuolumne,1/21/2021,15,3452,10,3365
Ventura,1/21/2021,1116,66548,582,63995
Yolo,1/21/2021,69,11702,88,10940
Yuba,1/21/2021,27,4929,28,4757
Alameda,1/20/2021,675,71271,351,68785
Alpine,1/20/2021,0,72,0,71
Amador,1/20/2021,9,3081,12,3036
Butte,1/20/2021,54,9908,54,9582
Calaveras,1/20/2021,24,1667,16,1637
California,1/20/2021,25230,3167869,19673,3039044
Colusa,1/20/2021,28,1694,13,1630
Contra Costa,1/20/2021,493,55104,378,53108
Del Norte,1/20/2021,1,857,5,848
El Dorado,1/20/2021,59,8287,42,7785
Fresno,1/20/2021,522,87610,391,83591
Glenn,1/20/2021,17,2033,7,1955
Humboldt,1/20/2021,27,2609,31,2390
Imperial,1/20/2021,81,25815,47,25380
Inyo,1/20/2021,7,1016,10,901
Kern,1/20/2021,566,83930,429,80701
Kings,1/20/2021,140,20130,147,19522
Lake,1/20/2021,14,2744,21,2646
Lassen,1/20/2021,21,4845,5,4758
Los Angeles,1/20/2021,8683,1066692,5233,1015608
Madera,1/20/2021,118,14187,57,13585
Marin,1/20/2021,58,11930,30,11684
Mariposa,1/20/2021,0,337,0,322
Mendocino,1/20/2021,18,3066,27,2957
Merced,1/20/2021,204,25110,112,24220
Modoc,1/20/2021,1,292,1,282
Mono,1/20/2021,1,1119,-1,1105
Monterey,1/20/2021,325,37579,120,35960
Napa,1/20/2021,60,8048,59,7731
Nevada,1/20/2021,18,3454,22,3238
Orange,1/20/2021,1746,223899,1649,216893
Placer,1/20/2021,94,18149,107,17455
Plumas,1/20/2021,7,591,3,512
Riverside,1/20/2021,2034,255359,2438,248686
Sacramento,1/20/2021,474,83693,504,81687
San Benito,1/20/2021,47,5231,48,5036
San Bernardino,1/20/2021,1725,264313,2270,255921
San Diego,1/20/2021,2393,233465,1720,218553
San Francisco,1/20/2021,247,30426,163,29665
San Joaquin,1/20/2021,371,59197,370,58025
San Luis Obispo,1/20/2021,271,16981,81,15936
San Mateo,1/20/2021,300,34714,199,32929
Santa Barbara,1/20/2021,366,27211,321,25312
Santa Clara,1/20/2021,803,98322,512,94995
Santa Cruz,1/20/2021,128,13105,50,12460
Shasta,1/20/2021,37,9970,83,9697
Sierra,1/20/2021,0,45,0,40
Siskiyou,1/20/2021,8,1210,14,1163
Solano,1/20/2021,242,26774,139,25659
Sonoma,1/20/2021,182,25192,129,24262
Stanislaus,1/20/2021,349,44748,232,42955
Sutter,1/20/2021,45,7963,63,7772
Tehama,1/20/2021,35,4074,16,3892
Trinity,1/20/2021,1,279,0,260
Tulare,1/20/2021,293,43055,240,41799
Tuolumne,1/20/2021,27,3437,27,3355
Ventura,1/20/2021,665,65432,757,63413
Yolo,1/20/2021,82,11633,63,10852
Yuba,1/20/2021,34,4902,34,4729
Alameda,1/19/2021,674,70596,496,68434
Alpine,1/19/2021,0,72,0,71
Amador,1/19/2021,14,3072,8,3024
Butte,1/19/2021,82,9854,54,9528
Calaveras,1/19/2021,26,1643,4,1621
California,1/19/2021,27517,3142639,22403,3019371
Colusa,1/19/2021,16,1666,9,1617
Contra Costa,1/19/2021,514,54611,407,52730
Del Norte,1/19/2021,2,856,3,843
El Dorado,1/19/2021,68,8228,36,7743
Fresno,1/19/2021,614,87088,715,83200
Glenn,1/19/2021,26,2016,13,1948
Humboldt,1/19/2021,38,2582,16,2359
Imperial,1/19/2021,79,25734,16,25333
Inyo,1/19/2021,12,1009,19,891
Kern,1/19/2021,622,83364,342,80272
Kings,1/19/2021,173,19990,108,19375
Lake,1/19/2021,17,2730,34,2625
Lassen,1/19/2021,35,4824,4,4753
Los Angeles,1/19/2021,9469,1058009,7761,1010375
Madera,1/19/2021,121,14069,85,13528
Marin,1/19/2021,50,11872,47,11654
Mariposa,1/19/2021,3,337,2,322
Mendocino,1/19/2021,22,3048,11,2930
Merced,1/19/2021,262,24906,181,24108
Modoc,1/19/2021,3,291,0,281
Mono,1/19/2021,3,1118,5,1106
Monterey,1/19/2021,480,37254,291,35840
Napa,1/19/2021,91,7988,71,7672
Nevada,1/19/2021,38,3436,17,3216
Orange,1/19/2021,1891,222153,1378,215244
Placer,1/19/2021,108,18055,85,17348
Plumas,1/19/2021,3,584,3,509
Riverside,1/19/2021,2268,253325,2097,246248
Sacramento,1/19/2021,629,83219,637,81183
San Benito,1/19/2021,52,5184,25,4988
San Bernardino,1/19/2021,1756,262588,843,253651
San Diego,1/19/2021,2634,231072,2498,216833
San Francisco,1/19/2021,228,30179,181,29502
San Joaquin,1/19/2021,501,58826,250,57655
San Luis Obispo,1/19/2021,197,16710,113,15855
San Mateo,1/19/2021,310,34414,215,32730
Santa Barbara,1/19/2021,362,26845,353,24991
Santa Clara,1/19/2021,911,97519,795,94483
Santa Cruz,1/19/2021,132,12977,112,12410
Shasta,1/19/2021,40,9933,14,9614
Sierra,1/19/2021,1,45,0,40
Siskiyou,1/19/2021,14,1202,5,1149
Solano,1/19/2021,288,26532,176,25520
Sonoma,1/19/2021,278,25010,65,24133
Stanislaus,1/19/2021,369,44399,310,42723
Sutter,1/19/2021,67,7918,29,7709
Tehama,1/19/2021,47,4039,22,3876
Trinity,1/19/2021,0,278,0,260
Tulare,1/19/2021,316,42762,363,41559
Tuolumne,1/19/2021,23,3410,10,3328
Ventura,1/19/2021,378,64767,797,62656
Yolo,1/19/2021,132,11551,169,10789
Yuba,1/19/2021,28,4868,24,4695
Alameda,1/18/2021,559,69922,563,67938
Alpine,1/18/2021,0,72,0,71
Amador,1/18/2021,7,3058,15,3016
Butte,1/18/2021,60,9772,63,9474
Calaveras,1/18/2021,15,1617,9,1617
California,1/18/2021,23337,3115122,23794,2996968
Colusa,1/18/2021,10,1650,20,1608
Contra Costa,1/18/2021,490,54097,391,52323
Del Norte,1/18/2021,0,854,2,840
El Dorado,1/18/2021,56,8160,48,7707
Fresno,1/18/2021,564,86474,446,82485
Glenn,1/18/2021,10,1990,11,1935
Humboldt,1/18/2021,38,2544,21,2343
Imperial,1/18/2021,76,25655,64,25317
Inyo,1/18/2021,6,997,8,872
Kern,1/18/2021,551,82742,441,79930
Kings,1/18/2021,144,19817,66,19267
Lake,1/18/2021,17,2713,19,2591
Lassen,1/18/2021,6,4789,9,4749
Los Angeles,1/18/2021,6575,1048540,9586,1002614
Madera,1/18/2021,91,13948,115,13443
Marin,1/18/2021,55,11822,55,11607
Mariposa,1/18/2021,0,334,1,320
Mendocino,1/18/2021,28,3026,7,2919
Merced,1/18/2021,224,24644,127,23927
Modoc,1/18/2021,1,288,2,281
Mono,1/18/2021,6,1115,10,1101
Monterey,1/18/2021,233,36774,209,35549
Napa,1/18/2021,59,7897,80,7601
Nevada,1/18/2021,25,3398,23,3199
Orange,1/18/2021,1973,220262,1477,213866
Placer,1/18/2021,117,17947,69,17263
Plumas,1/18/2021,1,581,1,506
Riverside,1/18/2021,2054,251057,1945,244151
Sacramento,1/18/2021,564,82590,392,80546
San Benito,1/18/2021,37,5132,22,4963
San Bernardino,1/18/2021,2077,260832,1321,252808
San Diego,1/18/2021,2181,228438,2550,214335
San Francisco,1/18/2021,155,29951,182,29321
San Joaquin,1/18/2021,354,58325,311,57405
San Luis Obispo,1/18/2021,119,16513,84,15742
San Mateo,1/18/2021,247,34104,329,32515
Santa Barbara,1/18/2021,435,26483,237,24638
Santa Clara,1/18/2021,758,96608,936,93688
Santa Cruz,1/18/2021,104,12845,102,12298
Shasta,1/18/2021,59,9893,12,9600
Sierra,1/18/2021,0,44,2,40
Siskiyou,1/18/2021,10,1188,8,1144
Solano,1/18/2021,228,26244,128,25344
Sonoma,1/18/2021,180,24732,197,24068
Stanislaus,1/18/2021,323,44030,192,42413
Sutter,1/18/2021,64,7851,76,7680
Tehama,1/18/2021,29,3992,17,3854
Trinity,1/18/2021,0,278,-1,260
Tulare,1/18/2021,287,42446,180,41196
Tuolumne,1/18/2021,21,3387,31,3318
Ventura,1/18/2021,902,64389,602,61859
Yolo,1/18/2021,101,11419,101,10620
Yuba,1/18/2021,51,4840,31,4671
Alameda,1/17/2021,282,69363,792,67375
Alpine,1/17/2021,0,72,0,71
Amador,1/17/2021,3,3051,15,3001
Butte,1/17/2021,27,9712,52,9411
Calaveras,1/17/2021,5,1602,12,1608
California,1/17/2021,13016,3091785,30699,2973174
Colusa,1/17/2021,10,1640,10,1588
Contra Costa,1/17/2021,255,53607,569,51932
Del Norte,1/17/2021,5,854,5,838
El Dorado,1/17/2021,22,8104,84,7659
Fresno,1/17/2021,257,85910,745,82039
Glenn,1/17/2021,4,1980,30,1924
Humboldt,1/17/2021,21,2506,28,2322
Imperial,1/17/2021,32,25579,113,25253
Inyo,1/17/2021,4,991,19,864
Kern,1/17/2021,349,82191,624,79489
Kings,1/17/2021,53,19673,129,19201
Lake,1/17/2021,9,2696,68,2572
Lassen,1/17/2021,6,4783,21,4740
Los Angeles,1/17/2021,4045,1041965,10344,993028
Madera,1/17/2021,63,13857,135,13328
Marin,1/17/2021,44,11767,70,11552
Mariposa,1/17/2021,1,334,2,319
Mendocino,1/17/2021,14,2998,22,2912
Merced,1/17/2021,85,24420,322,23800
Modoc,1/17/2021,0,287,1,279
Mono,1/17/2021,1,1109,12,1091
Monterey,1/17/2021,80,36541,368,35340
Napa,1/17/2021,35,7838,165,7521
Nevada,1/17/2021,33,3373,32,3176
Orange,1/17/2021,1000,218289,2278,212389
Placer,1/17/2021,59,17830,199,17194
Plumas,1/17/2021,2,580,3,505
Riverside,1/17/2021,1287,249003,2794,242206
Sacramento,1/17/2021,334,82026,1032,80154
San Benito,1/17/2021,36,5095,66,4941
San Bernardino,1/17/2021,704,258755,2086,251487
San Diego,1/17/2021,1259,226257,1890,211785
San Francisco,1/17/2021,108,29796,286,29139
San Joaquin,1/17/2021,230,57971,452,57094
San Luis Obispo,1/17/2021,94,16394,192,15658
San Mateo,1/17/2021,170,33857,381,32186
Santa Barbara,1/17/2021,185,26048,313,24401
Santa Clara,1/17/2021,462,95850,1168,92752
Santa Cruz,1/17/2021,47,12741,170,12196
Shasta,1/17/2021,32,9834,41,9588
Sierra,1/17/2021,1,44,0,38
Siskiyou,1/17/2021,3,1178,12,1136
Solano,1/17/2021,103,26016,484,25216
Sonoma,1/17/2021,84,24552,264,23871
Stanislaus,1/17/2021,182,43707,412,42221
Sutter,1/17/2021,31,7787,44,7604
Tehama,1/17/2021,13,3963,54,3837
Trinity,1/17/2021,0,278,0,261
Tulare,1/17/2021,180,42159,361,41016
Tuolumne,1/17/2021,7,3366,18,3287
Ventura,1/17/2021,579,63487,889,61257
Yolo,1/17/2021,49,11318,113,10519
Yuba,1/17/2021,30,4789,38,4640
Alameda,1/16/2021,421,69081,1167,66583
Alpine,1/16/2021,0,72,0,71
Amador,1/16/2021,7,3048,33,2986
Butte,1/16/2021,37,9685,126,9359
Calaveras,1/16/2021,5,1597,58,1596
California,1/16/2021,19548,3078769,42229,2942475
Colusa,1/16/2021,10,1630,37,1578
Contra Costa,1/16/2021,321,53352,955,51363
Del Norte,1/16/2021,4,849,5,833
El Dorado,1/16/2021,49,8082,136,7575
Fresno,1/16/2021,548,85653,1344,81294
Glenn,1/16/2021,7,1976,70,1894
Humboldt,1/16/2021,28,2485,76,2294
Imperial,1/16/2021,27,25547,196,25140
Inyo,1/16/2021,18,987,31,845
Kern,1/16/2021,402,81842,992,78865
Kings,1/16/2021,108,19620,411,19072
Lake,1/16/2021,28,2687,70,2504
Lassen,1/16/2021,4,4777,26,4719
Los Angeles,1/16/2021,7035,1037920,13705,982684
Madera,1/16/2021,86,13794,310,13193
Marin,1/16/2021,52,11723,172,11482
Mariposa,1/16/2021,2,333,10,317
Mendocino,1/16/2021,11,2984,55,2890
Merced,1/16/2021,116,24335,418,23478
Modoc,1/16/2021,0,287,0,278
Mono,1/16/2021,3,1108,22,1079
Monterey,1/16/2021,200,36461,512,34972
Napa,1/16/2021,57,7803,125,7356
Nevada,1/16/2021,12,3340,45,3144
Orange,1/16/2021,1363,217289,2982,210111
Placer,1/16/2021,89,17771,283,16995
Plumas,1/16/2021,3,578,3,502
Riverside,1/16/2021,1783,247716,4177,239412
Sacramento,1/16/2021,391,81692,-1157,79122
San Benito,1/16/2021,44,5059,109,4875
San Bernardino,1/16/2021,1093,258051,3219,249401
San Diego,1/16/2021,1740,224998,3027,209895
San Francisco,1/16/2021,145,29688,279,28853
San Joaquin,1/16/2021,210,57741,757,56642
San Luis Obispo,1/16/2021,131,16300,337,15466
San Mateo,1/16/2021,245,33687,514,31805
Santa Barbara,1/16/2021,270,25863,601,24088
Santa Clara,1/16/2021,655,95388,1481,91584
Santa Cruz,1/16/2021,92,12694,250,12026
Shasta,1/16/2021,39,9802,88,9547
Sierra,1/16/2021,1,43,2,38
Siskiyou,1/16/2021,4,1175,5,1124
Solano,1/16/2021,149,25913,510,24732
Sonoma,1/16/2021,131,24468,403,23607
Stanislaus,1/16/2021,231,43525,631,41809
Sutter,1/16/2021,47,7756,76,7560
Tehama,1/16/2021,21,3950,69,3783
Trinity,1/16/2021,0,278,-1,261
Tulare,1/16/2021,227,41979,704,40655
Tuolumne,1/16/2021,19,3359,38,3269
Ventura,1/16/2021,751,62908,1307,60368
Yolo,1/16/2021,56,11269,166,10406
Yuba,1/16/2021,20,4759,53,4602
Alameda,1/15/2021,628,68660,1052,65416
Alpine,1/15/2021,0,72,0,71
Amador,1/15/2021,6,3041,13,2953
Butte,1/15/2021,75,9648,106,9233
Calaveras,1/15/2021,13,1592,25,1538
California,1/15/2021,28664,3059221,40622,2900246
Colusa,1/15/2021,16,1620,6,1541
Contra Costa,1/15/2021,535,53031,863,50408
Del Norte,1/15/2021,6,845,7,828
El Dorado,1/15/2021,73,8033,118,7439
Fresno,1/15/2021,647,85105,917,79950
Glenn,1/15/2021,8,1969,26,1824
Humboldt,1/15/2021,41,2457,49,2218
Imperial,1/15/2021,107,25520,62,24944
Inyo,1/15/2021,7,969,24,814
Kern,1/15/2021,661,81440,803,77873
Kings,1/15/2021,119,19512,256,18661
Lake,1/15/2021,43,2659,56,2434
Lassen,1/15/2021,7,4773,20,4693
Los Angeles,1/15/2021,9991,1030885,14327,968979
Madera,1/15/2021,112,13708,141,12883
Marin,1/15/2021,73,11671,155,11310
Mariposa,1/15/2021,2,331,5,307
Mendocino,1/15/2021,14,2973,34,2835
Merced,1/15/2021,258,24219,280,23060
Modoc,1/15/2021,0,287,5,278
Mono,1/15/2021,12,1105,37,1057
Monterey,1/15/2021,405,36261,355,34460
Napa,1/15/2021,85,7746,114,7231
Nevada,1/15/2021,27,3328,24,3099
Orange,1/15/2021,1943,215926,2687,207129
Placer,1/15/2021,158,17682,224,16712
Plumas,1/15/2021,8,575,3,499
Riverside,1/15/2021,2579,245933,3551,235235
Sacramento,1/15/2021,608,81301,1142,80279
San Benito,1/15/2021,37,5015,88,4766
San Bernardino,1/15/2021,1888,256958,2803,246182
San Diego,1/15/2021,2366,223258,2695,206868
San Francisco,1/15/2021,233,29543,374,28574
San Joaquin,1/15/2021,490,57531,827,55885
San Luis Obispo,1/15/2021,152,16169,278,15129
San Mateo,1/15/2021,374,33442,597,31291
Santa Barbara,1/15/2021,400,25593,361,23487
Santa Clara,1/15/2021,911,94733,1598,90103
Santa Cruz,1/15/2021,131,12602,193,11776
Shasta,1/15/2021,48,9763,125,9459
Sierra,1/15/2021,0,42,1,36
Siskiyou,1/15/2021,10,1171,11,1119
Solano,1/15/2021,263,25764,440,24222
Sonoma,1/15/2021,257,24337,294,23204
Stanislaus,1/15/2021,297,43294,581,41178
Sutter,1/15/2021,54,7709,68,7484
