,county,date,confirmed_patients,suspected_patients,total_covid_patients
2936,Sacramento,2020-05-20,11,92,103
2937,Humboldt,2020-05-20,4,8,12
2938,Butte,2020-05-20,4,1,5
2939,Los Angeles,2020-05-20,1506,561,2067
2940,Inyo,2020-05-20,0,0,0
2941,Colusa,2020-05-20,0,0,0
2942,Shasta,2020-05-20,0,0,0
2943,Mendocino,2020-05-20,1,0,1
2944,Riverside,2020-05-20,183,107,290
2945,Contra Costa,2020-05-20,9,73,82
2946,Lake,2020-05-20,0,2,2
2947,Placer,2020-05-20,4,52,56
2948,San Bernardino,2020-05-20,127,89,216
2949,Imperial,2020-05-20,80,3,83
2950,Nevada,2020-05-20,0,0,0
2951,San Luis Obispo,2020-05-20,2,6,8
2952,Sutter,2020-05-20,0,0,0
2953,Yuba,2020-05-20,1,0,1
2954,Monterey,2020-05-20,10,0,10
2955,Amador,2020-05-20,0,0,0
2956,San Joaquin,2020-05-20,9,29,38
2957,El Dorado,2020-05-20,0,2,2
2958,Calaveras,2020-05-20,0,0,0
2959,Lassen,2020-05-20,0,1,1
2960,Ventura,2020-05-20,36,26,62
2961,San Mateo,2020-05-20,37,37,74
2962,Madera,2020-05-20,0,4,4
2963,Santa Cruz,2020-05-20,3,0,3
2964,Orange,2020-05-20,275,113,388
2965,Ventura,2020-05-21,30,19,49
2966,San Mateo,2020-05-21,37,33,70
2967,Humboldt,2020-05-21,4,12,16
2968,Sonoma,2020-05-21,4,31,35
2969,Orange,2020-05-21,262,102,364
2970,El Dorado,2020-05-21,0,2,2
2971,Trinity,2020-05-21,0,0,0
2972,San Bernardino,2020-05-21,131,93,224
2973,Placer,2020-05-21,7,59,66
2974,Kings,2020-05-21,21,4,25
2975,Tuolumne,2020-05-21,0,0,0
2976,Madera,2020-05-21,0,0,0
2977,Riverside,2020-05-21,194,91,285
2978,Alameda,2020-05-21,77,162,239
2979,Tehama,2020-05-21,0,0,0
2980,San Benito,2020-05-21,1,0,1
2981,Imperial,2020-05-21,75,3,78
2982,Colusa,2020-05-21,0,0,0
2983,Los Angeles,2020-05-21,1491,614,2105
2984,Yolo,2020-05-21,0,3,3
2985,Tulare,2020-05-21,39,1,40
2986,Stanislaus,2020-05-21,22,30,52
2987,Siskiyou,2020-05-21,0,0,0
2988,Calaveras,2020-05-21,0,1,1
2989,Mono,2020-05-21,0,0,0
2990,Amador,2020-05-21,0,0,0
2991,Napa,2020-05-21,1,0,1
2992,Glenn,2020-05-21,0,0,0
2993,Fresno,2020-05-21,61,57,118
2994,Inyo,2020-05-21,0,0,0
2995,Monterey,2020-05-21,8,1,9
2996,Del Norte,2020-05-21,0,0,0
2997,Shasta,2020-05-21,0,0,0
2998,Merced,2020-05-21,6,0,6
2999,Butte,2020-05-21,8,1,9
3000,Lassen,2020-05-21,0,1,1
3001,Santa Barbara,2020-05-21,24,6,30
3002,Marin,2020-05-21,4,29,33
3003,San Joaquin,2020-05-21,8,23,31
3004,Kern,2020-05-21,44,10,54
3005,Yuba,2020-05-21,1,0,1
3006,Sutter,2020-05-21,0,0,0
3007,Mariposa,2020-05-21,0,0,0
3008,Plumas,2020-05-21,0,0,0
3009,Santa Cruz,2020-05-21,4,1,5
3010,Nevada,2020-05-21,0,0,0
3011,San Luis Obispo,2020-05-21,2,5,7
3012,Contra Costa,2020-05-21,8,75,83
3013,Sacramento,2020-05-21,7,100,107
3014,Lake,2020-05-21,0,0,0
3015,Modoc,2020-05-21,0,1,1
3016,San Diego,2020-05-21,325,53,378
3017,Santa Clara,2020-05-21,39,60,99
3018,Solano,2020-05-21,18,35,53
3019,Mendocino,2020-05-21,1,0,1
3020,San Francisco,2020-05-21,43,37,80
3021,Santa Cruz,2020-05-22,4,1,5
3022,San Luis Obispo,2020-05-22,2,1,3
3023,Sonoma,2020-05-22,5,16,21
3024,Santa Barbara,2020-05-22,20,4,24
3025,Del Norte,2020-05-22,0,0,0
3026,Ventura,2020-05-22,29,35,64
3027,Solano,2020-05-22,18,16,34
3028,Marin,2020-05-22,3,3,6
3029,Orange,2020-05-22,269,89,358
3030,Riverside,2020-05-22,195,115,310
3031,Lassen,2020-05-22,0,1,1
3032,Shasta,2020-05-22,0,1,1
3033,Contra Costa,2020-05-22,11,30,41
3034,Stanislaus,2020-05-22,23,11,34
3035,Merced,2020-05-22,6,1,7
3036,San Diego,2020-05-22,331,50,381
3037,Mendocino,2020-05-22,1,0,1
3038,San Joaquin,2020-05-22,9,26,35
3039,Plumas,2020-05-22,0,0,0
3040,Butte,2020-05-22,7,1,8
3041,Santa Clara,2020-05-22,36,19,55
3042,Siskiyou,2020-05-22,0,2,2
3043,Kern,2020-05-22,45,8,53
3044,Yolo,2020-05-22,0,0,0
3045,Inyo,2020-05-22,0,0,0
3046,Trinity,2020-05-22,0,0,0
3047,Mono,2020-05-22,0,0,0
3048,San Mateo,2020-05-22,40,12,52
3049,Humboldt,2020-05-22,4,13,17
3050,Glenn,2020-05-22,0,0,0
3051,Madera,2020-05-22,1,0,1
3052,El Dorado,2020-05-22,0,4,4
3053,San Francisco,2020-05-22,43,29,72
3054,Tulare,2020-05-22,38,1,39
3055,Sutter,2020-05-22,0,0,0
3056,Napa,2020-05-22,1,7,8
3057,Kings,2020-05-22,23,5,28
3058,Tehama,2020-05-22,0,0,0
3059,San Bernardino,2020-05-22,125,101,226
3060,Los Angeles,2020-05-22,1490,565,2055
3061,Mariposa,2020-05-22,0,0,0
3062,Monterey,2020-05-22,9,1,10
3063,Colusa,2020-05-22,0,0,0
3064,Imperial,2020-05-22,75,2,77
3065,San Benito,2020-05-22,1,0,1
3066,Lake,2020-05-22,0,2,2
3067,Amador,2020-05-22,0,1,1
3068,Tuolumne,2020-05-22,0,0,0
3069,Nevada,2020-05-22,0,0,0
3070,Calaveras,2020-05-22,0,0,0
3071,Yuba,2020-05-22,1,0,1
3072,Modoc,2020-05-22,0,1,1
3073,Sacramento,2020-05-22,10,13,23
3074,Alameda,2020-05-22,79,81,160
3075,Placer,2020-05-22,6,20,26
3076,Fresno,2020-05-22,64,30,94
3077,San Luis Obispo,2020-05-23,2,0,2
3078,Plumas,2020-05-23,0,0,0
3079,Sutter,2020-05-23,0,0,0
3080,Glenn,2020-05-23,0,0,0
3081,San Francisco,2020-05-23,45,28,73
3082,Modoc,2020-05-23,0,1,1
3083,Shasta,2020-05-23,0,1,1
3084,Nevada,2020-05-23,0,0,0
3085,Kings,2020-05-23,25,3,28
3086,Stanislaus,2020-05-23,23,15,38
3087,Fresno,2020-05-23,66,37,103
3088,Tulare,2020-05-23,40,1,41
3089,Sacramento,2020-05-23,12,12,24
3090,Mendocino,2020-05-23,3,2,5
3091,Sonoma,2020-05-23,5,17,22
3092,Yolo,2020-05-23,0,0,0
3093,Tehama,2020-05-23,0,0,0
3094,Riverside,2020-05-23,193,95,288
3095,San Joaquin,2020-05-23,10,21,31
3096,Placer,2020-05-23,6,19,25
3097,Napa,2020-05-23,1,1,2
3098,Inyo,2020-05-23,0,0,0
3099,Lassen,2020-05-23,0,0,0
3100,San Diego,2020-05-23,304,82,386
3101,Contra Costa,2020-05-23,14,34,48
3102,Merced,2020-05-23,7,4,11
3103,Del Norte,2020-05-23,0,0,0
3104,Lake,2020-05-23,0,1,1
3105,El Dorado,2020-05-23,1,5,6
3106,Santa Barbara,2020-05-23,21,3,24
3107,Siskiyou,2020-05-23,0,2,2
3108,Solano,2020-05-23,18,14,32
3109,San Bernardino,2020-05-23,134,100,234
3110,Humboldt,2020-05-23,4,13,17
3111,Alameda,2020-05-23,80,78,158
3112,San Mateo,2020-05-23,39,11,50
3113,Santa Clara,2020-05-23,37,17,54
3114,Kern,2020-05-23,48,10,58
3115,Yuba,2020-05-23,1,0,1
3116,Santa Cruz,2020-05-23,4,1,5
3117,Marin,2020-05-23,2,4,6
3118,Los Angeles,2020-05-23,1440,566,2006
3119,Monterey,2020-05-23,7,1,8
3120,Imperial,2020-05-23,75,2,77
3121,Ventura,2020-05-23,29,25,54
3122,Tuolumne,2020-05-23,0,0,0
3123,Calaveras,2020-05-23,0,0,0
3124,Madera,2020-05-23,0,0,0
3125,Colusa,2020-05-23,0,0,0
3126,Orange,2020-05-23,278,94,372
3127,San Benito,2020-05-23,1,0,1
3128,Mariposa,2020-05-23,0,0,0
3129,Butte,2020-05-23,5,0,5
3130,Trinity,2020-05-23,0,0,0
3131,Mono,2020-05-23,0,0,0
3132,Amador,2020-05-23,0,0,0
3133,Placer,2020-05-24,5,21,26
3134,Colusa,2020-05-24,0,0,0
3135,Solano,2020-05-24,18,19,37
3136,Santa Clara,2020-05-24,35,19,54
3137,San Francisco,2020-05-24,47,41,88
3138,Lassen,2020-05-24,0,0,0
3139,Kings,2020-05-24,25,3,28
3140,Monterey,2020-05-24,7,1,8
3141,Siskiyou,2020-05-24,0,2,2
3142,Sacramento,2020-05-24,9,17,26
3143,Humboldt,2020-05-24,4,3,7
3144,Sutter,2020-05-24,0,0,0
3145,Yuba,2020-05-24,1,0,1
3146,Del Norte,2020-05-24,0,0,0
3147,Contra Costa,2020-05-24,15,27,42
3148,Stanislaus,2020-05-24,22,15,37
3149,Marin,2020-05-24,2,4,6
3150,Madera,2020-05-24,0,1,1
3151,Modoc,2020-05-24,0,1,1
3152,Sonoma,2020-05-24,6,16,22
3153,Tulare,2020-05-24,42,2,44
3154,Alameda,2020-05-24,88,61,149
3155,Inyo,2020-05-24,0,0,0
3156,Merced,2020-05-24,7,5,12
3157,San Bernardino,2020-05-24,139,103,242
3158,Ventura,2020-05-24,32,36,68
3159,Trinity,2020-05-24,0,0,0
3160,Napa,2020-05-24,1,0,1
3161,Amador,2020-05-24,0,0,0
3162,San Luis Obispo,2020-05-24,2,1,3
3163,Fresno,2020-05-24,66,40,106
3164,Los Angeles,2020-05-24,1443,547,1990
3165,Plumas,2020-05-24,0,0,0
3166,El Dorado,2020-05-24,1,4,5
3167,Imperial,2020-05-24,77,4,81
3168,Santa Barbara,2020-05-24,21,6,27
3169,Tehama,2020-05-24,0,0,0
3170,San Benito,2020-05-24,1,0,1
3171,Mono,2020-05-24,0,0,0
3172,Butte,2020-05-24,5,0,5
3173,San Joaquin,2020-05-24,11,25,36
3174,Riverside,2020-05-24,188,80,268
3175,Mariposa,2020-05-24,0,0,0
3176,Nevada,2020-05-24,0,0,0
3177,Santa Cruz,2020-05-24,4,1,5
3178,Glenn,2020-05-24,0,0,0
3179,Kern,2020-05-24,53,4,57
3180,San Mateo,2020-05-24,39,13,52
3181,Calaveras,2020-05-24,0,1,1
3182,San Diego,2020-05-24,310,60,370
3183,Orange,2020-05-24,286,102,388
3184,Mendocino,2020-05-24,3,2,5
3185,Lake,2020-05-24,0,4,4
3186,Yolo,2020-05-24,0,0,0
3187,Tuolumne,2020-05-24,0,0,0
3188,Shasta,2020-05-24,0,0,0
3189,Inyo,2020-05-25,0,0,0
3190,Tuolumne,2020-05-25,0,0,0
3191,Alameda,2020-05-25,91,65,156
3192,Monterey,2020-05-25,10,0,10
3193,Lassen,2020-05-25,0,0,0
3194,Ventura,2020-05-25,33,30,63
3195,Los Angeles,2020-05-25,1477,564,2041
3196,Calaveras,2020-05-25,0,1,1
3197,Contra Costa,2020-05-25,13,35,48
3198,Tulare,2020-05-25,40,2,42
3199,Shasta,2020-05-25,0,0,0
3200,Lake,2020-05-25,0,1,1
3201,Kings,2020-05-25,26,3,29
3202,San Diego,2020-05-25,317,68,385
3203,Imperial,2020-05-25,69,6,75
3204,Del Norte,2020-05-25,0,1,1
3205,San Mateo,2020-05-25,44,13,57
3206,San Luis Obispo,2020-05-25,2,0,2
3207,Napa,2020-05-25,1,0,1
3208,El Dorado,2020-05-25,1,3,4
3209,Placer,2020-05-25,5,20,25
3210,Yolo,2020-05-25,1,0,1
3211,Amador,2020-05-25,0,0,0
3212,Santa Cruz,2020-05-25,4,3,7
3213,Nevada,2020-05-25,0,0,0
3214,Santa Barbara,2020-05-25,19,8,27
3215,Solano,2020-05-25,21,20,41
3216,Sacramento,2020-05-25,9,17,26
3217,Kern,2020-05-25,51,8,59
3218,Trinity,2020-05-25,0,0,0
3219,Madera,2020-05-25,1,1,2
3220,Sonoma,2020-05-25,5,22,27
3221,Plumas,2020-05-25,0,0,0
3222,Tehama,2020-05-25,0,0,0
3223,Mariposa,2020-05-25,0,1,1
3224,Colusa,2020-05-25,0,0,0
3225,Merced,2020-05-25,6,4,10
3226,Marin,2020-05-25,3,4,7
3227,Modoc,2020-05-25,0,1,1
3228,San Benito,2020-05-25,1,0,1
3229,Mono,2020-05-25,0,0,0
3230,Sutter,2020-05-25,0,0,0
3231,Humboldt,2020-05-25,6,4,10
3232,Orange,2020-05-25,300,94,394
3233,Mendocino,2020-05-25,2,0,2
3234,Fresno,2020-05-25,66,38,104
3235,Riverside,2020-05-25,193,88,281
3236,Butte,2020-05-25,7,0,7
3237,San Joaquin,2020-05-25,12,24,36
3238,Santa Clara,2020-05-25,32,20,52
3239,Stanislaus,2020-05-25,18,11,29
3240,Glenn,2020-05-25,0,0,0
3241,San Bernardino,2020-05-25,138,116,254
3242,Siskiyou,2020-05-25,0,2,2
3243,San Francisco,2020-05-25,40,41,81
3244,Yuba,2020-05-25,1,0,1
3245,Mendocino,2020-05-26,3,1,4
3246,Del Norte,2020-05-26,0,1,1
3247,Siskiyou,2020-05-26,0,0,0
3248,El Dorado,2020-05-26,0,2,2
3249,Merced,2020-05-26,6,3,9
3250,San Benito,2020-05-26,1,0,1
3251,Colusa,2020-05-26,0,0,0
3252,Mono,2020-05-26,0,0,0
3253,Plumas,2020-05-26,0,0,0
3254,San Bernardino,2020-05-26,154,125,279
3255,Los Angeles,2020-05-26,1477,610,2087
3256,San Luis Obispo,2020-05-26,2,2,4
3257,Amador,2020-05-26,0,0,0
3258,Shasta,2020-05-26,1,0,1
3259,Fresno,2020-05-26,69,29,98
3260,Stanislaus,2020-05-26,18,14,32
3261,Modoc,2020-05-26,0,1,1
3262,Butte,2020-05-26,5,0,5
3263,Trinity,2020-05-26,0,3,3
3264,Nevada,2020-05-26,1,3,4
3265,San Joaquin,2020-05-26,14,29,43
3266,Imperial,2020-05-26,69,8,77
3267,Sonoma,2020-05-26,5,20,25
3268,Glenn,2020-05-26,0,0,0
3269,Placer,2020-05-26,6,21,27
3270,Riverside,2020-05-26,207,102,309
3271,San Mateo,2020-05-26,45,9,54
3272,Inyo,2020-05-26,0,0,0
3273,Yolo,2020-05-26,1,0,1
3274,Orange,2020-05-26,301,117,418
3275,Humboldt,2020-05-26,5,5,10
3276,Marin,2020-05-26,2,3,5
3277,Contra Costa,2020-05-26,13,36,49
3278,Lake,2020-05-26,0,1,1
3279,Sutter,2020-05-26,0,0,0
3280,Yuba,2020-05-26,1,0,1
3281,Tuolumne,2020-05-26,0,1,1
3282,Alameda,2020-05-26,93,76,169
3283,Ventura,2020-05-26,34,28,62
3284,Tulare,2020-05-26,37,4,41
3285,Solano,2020-05-26,19,16,35
3286,Calaveras,2020-05-26,0,0,0
3287,Monterey,2020-05-26,11,1,12
3288,Tehama,2020-05-26,0,1,1
3289,Madera,2020-05-26,1,4,5
3290,San Diego,2020-05-26,325,58,383
3291,Santa Barbara,2020-05-26,18,5,23
3292,Mariposa,2020-05-26,0,2,2
3293,San Francisco,2020-05-26,40,47,87
3294,Sacramento,2020-05-26,9,9,18
3295,Lassen,2020-05-26,0,1,1
3296,Kings,2020-05-26,24,3,27
3297,Santa Clara,2020-05-26,33,20,53
3298,Kern,2020-05-26,59,7,66
3299,Santa Cruz,2020-05-26,4,1,5
3300,Napa,2020-05-26,1,1,2
3301,San Benito,2020-05-27,1,0,1
3302,Fresno,2020-05-27,71,44,115
3303,Alameda,2020-05-27,95,69,164
3304,Merced,2020-05-27,6,2,8
3305,San Joaquin,2020-05-27,14,23,37
3306,Mariposa,2020-05-27,0,2,2
3307,Placer,2020-05-27,6,14,20
3308,Lassen,2020-05-27,0,1,1
3309,Shasta,2020-05-27,0,0,0
3310,Sutter,2020-05-27,0,0,0
3311,Tehama,2020-05-27,0,0,0
3312,Santa Cruz,2020-05-27,3,0,3
3313,Amador,2020-05-27,0,0,0
3314,Mendocino,2020-05-27,3,1,4
3315,Monterey,2020-05-27,11,0,11
3316,Del Norte,2020-05-27,0,0,0
3317,El Dorado,2020-05-27,1,2,3
3318,Santa Clara,2020-05-27,28,24,52
3319,Yuba,2020-05-27,1,0,1
3320,Mono,2020-05-27,0,0,0
3321,Orange,2020-05-27,307,111,418
3322,Plumas,2020-05-27,0,0,0
3323,Colusa,2020-05-27,0,0,0
3324,Butte,2020-05-27,6,1,7
3325,San Luis Obispo,2020-05-27,2,4,6
3326,Santa Barbara,2020-05-27,22,5,27
3327,Modoc,2020-05-27,0,0,0
3328,Inyo,2020-05-27,0,0,0
3329,Stanislaus,2020-05-27,17,8,25
3330,San Bernardino,2020-05-27,159,101,260
3331,Lake,2020-05-27,0,0,0
3332,Sonoma,2020-05-27,9,22,31
3333,Kings,2020-05-27,23,1,24
3334,Napa,2020-05-27,1,1,2
3335,Madera,2020-05-27,2,2,4
3336,Los Angeles,2020-05-27,1462,628,2090
3337,Humboldt,2020-05-27,5,4,9
3338,San Mateo,2020-05-27,33,8,41
3339,Contra Costa,2020-05-27,11,30,41
3340,Sacramento,2020-05-27,8,21,29
3341,Kern,2020-05-27,63,5,68
3342,San Diego,2020-05-27,329,79,408
3343,Tulare,2020-05-27,36,5,41
3344,Ventura,2020-05-27,28,24,52
3345,Trinity,2020-05-27,0,2,2
3346,Nevada,2020-05-27,1,3,4
3347,Tuolumne,2020-05-27,0,0,0
3348,Marin,2020-05-27,1,1,2
3349,Riverside,2020-05-27,199,114,313
3350,San Francisco,2020-05-27,40,42,82
3351,Calaveras,2020-05-27,0,0,0
3352,Siskiyou,2020-05-27,0,3,3
3353,Solano,2020-05-27,20,14,34
3354,Glenn,2020-05-27,0,0,0
3355,Imperial,2020-05-27,67,17,84
3356,Yolo,2020-05-27,0,0,0
3357,Napa,2020-05-28,1,1,2
3358,Yolo,2020-05-28,0,0,0
3359,San Luis Obispo,2020-05-28,2,0,2
3360,Madera,2020-05-28,1,0,1
3361,Marin,2020-05-28,3,7,10
3362,Contra Costa,2020-05-28,13,38,51
3363,Lassen,2020-05-28,0,1,1
3364,Butte,2020-05-28,5,1,6
3365,San Francisco,2020-05-28,49,42,91
3366,Lake,2020-05-28,0,1,1
3367,Los Angeles,2020-05-28,1415,639,2054
3368,San Mateo,2020-05-28,39,10,49
3369,San Benito,2020-05-28,0,0,0
3370,Sutter,2020-05-28,0,0,0
3371,Mariposa,2020-05-28,0,2,2
3372,Del Norte,2020-05-28,0,0,0
3373,Glenn,2020-05-28,0,0,0
3374,Trinity,2020-05-28,0,3,3
3375,Inyo,2020-05-28,0,0,0
3376,Siskiyou,2020-05-28,0,0,0
3377,Plumas,2020-05-28,0,0,0
3378,Alameda,2020-05-28,96,57,153
3379,San Joaquin,2020-05-28,15,25,40
3380,Mendocino,2020-05-28,3,0,3
3381,Nevada,2020-05-28,1,2,3
3382,Modoc,2020-05-28,0,0,0
3383,Sonoma,2020-05-28,8,30,38
3384,Fresno,2020-05-28,68,39,107
3385,Sacramento,2020-05-28,14,27,41
3386,Humboldt,2020-05-28,5,4,9
3387,Amador,2020-05-28,0,1,1
3388,Santa Cruz,2020-05-28,3,0,3
3389,Imperial,2020-05-28,61,7,68
3390,Yuba,2020-05-28,1,0,1
3391,Mono,2020-05-28,0,0,0
3392,Monterey,2020-05-28,11,0,11
3393,Tulare,2020-05-28,37,2,39
3394,San Bernardino,2020-05-28,156,87,243
3395,Kings,2020-05-28,25,0,25
3396,Colusa,2020-05-28,0,0,0
3397,Solano,2020-05-28,19,16,35
3398,San Diego,2020-05-28,313,70,383
3399,Tuolumne,2020-05-28,0,0,0
3400,El Dorado,2020-05-28,1,5,6
3401,Placer,2020-05-28,5,18,23
3402,Riverside,2020-05-28,202,99,301
3403,Tehama,2020-05-28,0,0,0
3404,Santa Clara,2020-05-28,26,14,40
3405,Shasta,2020-05-28,0,0,0
3406,Kern,2020-05-28,58,8,66
3407,Orange,2020-05-28,291,106,397
3408,Santa Barbara,2020-05-28,19,7,26
3409,Calaveras,2020-05-28,1,0,1
3410,Ventura,2020-05-28,28,19,47
3411,Merced,2020-05-28,6,2,8
3412,Stanislaus,2020-05-28,15,8,23
3413,Colusa,2020-05-29,0,0,0
3414,Stanislaus,2020-05-29,13,11,24
3415,Napa,2020-05-29,0,0,0
3416,Kings,2020-05-29,27,1,28
3417,Amador,2020-05-29,0,0,0
3418,Yolo,2020-05-29,0,0,0
3419,Tehama,2020-05-29,0,0,0
3420,Ventura,2020-05-29,31,16,47
3421,San Mateo,2020-05-29,37,8,45
3422,Sutter,2020-05-29,0,0,0
3423,Contra Costa,2020-05-29,15,35,50
3424,Sonoma,2020-05-29,7,37,44
3425,San Luis Obispo,2020-05-29,3,5,8
3426,Riverside,2020-05-29,191,79,270
3427,Lassen,2020-05-29,0,1,1
3428,Merced,2020-05-29,6,7,13
3429,Imperial,2020-05-29,60,4,64
3430,Kern,2020-05-29,54,16,70
3431,El Dorado,2020-05-29,1,5,6
3432,Los Angeles,2020-05-29,1402,570,1972
3433,Inyo,2020-05-29,0,0,0
3434,Sacramento,2020-05-29,14,23,37
3435,Tulare,2020-05-29,37,3,40
3436,Alameda,2020-05-29,102,77,179
3437,San Diego,2020-05-29,300,58,358
3438,Glenn,2020-05-29,0,0,0
3439,Fresno,2020-05-29,63,44,107
3440,Siskiyou,2020-05-29,1,0,1
3441,San Benito,2020-05-29,0,0,0
3442,San Bernardino,2020-05-29,134,95,229
3443,Santa Clara,2020-05-29,26,22,48
3444,Trinity,2020-05-29,0,0,0
3445,Nevada,2020-05-29,0,2,2
3446,Calaveras,2020-05-29,1,1,2
3447,Shasta,2020-05-29,0,0,0
3448,Mariposa,2020-05-29,0,2,2
3449,Humboldt,2020-05-29,5,8,13
3450,Tuolumne,2020-05-29,0,0,0
3451,San Joaquin,2020-05-29,17,24,41
3452,Butte,2020-05-29,6,0,6
3453,Madera,2020-05-29,0,0,0
3454,Lake,2020-05-29,0,1,1
3455,Mono,2020-05-29,0,0,0
3456,Yuba,2020-05-29,1,0,1
3457,Marin,2020-05-29,4,6,10
3458,Monterey,2020-05-29,10,1,11
3459,Plumas,2020-05-29,0,1,1
3460,Orange,2020-05-29,262,62,324
3461,Santa Cruz,2020-05-29,3,9,12
3462,Del Norte,2020-05-29,0,0,0
3463,Placer,2020-05-29,8,15,23
3464,Modoc,2020-05-29,0,0,0
3465,Solano,2020-05-29,20,11,31
3466,Santa Barbara,2020-05-29,16,11,27
3467,Mendocino,2020-05-29,2,0,2
3468,San Francisco,2020-05-29,49,16,65
3469,Lake,2020-05-30,0,0,0
3470,Nevada,2020-05-30,0,1,1
3471,San Diego,2020-05-30,311,86,397
3472,Napa,2020-05-30,0,4,4
3473,Kern,2020-05-30,55,21,76
3474,Humboldt,2020-05-30,5,12,17
3475,Madera,2020-05-30,1,2,3
3476,Alameda,2020-05-30,105,41,146
3477,Glenn,2020-05-30,0,0,0
3478,Del Norte,2020-05-30,0,0,0
3479,Fresno,2020-05-30,70,48,118
3480,San Mateo,2020-05-30,44,13,57
3481,Shasta,2020-05-30,1,0,1
3482,Siskiyou,2020-05-30,0,0,0
3483,San Bernardino,2020-05-30,130,95,225
3484,Sonoma,2020-05-30,5,56,61
3485,Los Angeles,2020-05-30,1357,577,1934
3486,Sacramento,2020-05-30,14,23,37
3487,Plumas,2020-05-30,0,1,1
3488,Orange,2020-05-30,291,131,422
3489,Merced,2020-05-30,7,7,14
3490,Tulare,2020-05-30,37,2,39
3491,Lassen,2020-05-30,0,1,1
3492,Stanislaus,2020-05-30,14,8,22
3493,Sutter,2020-05-30,0,0,0
3494,Amador,2020-05-30,0,0,0
3495,Mariposa,2020-05-30,0,2,2
3496,El Dorado,2020-05-30,1,6,7
3497,Contra Costa,2020-05-30,14,32,46
3498,Marin,2020-05-30,3,5,8
3499,Riverside,2020-05-30,185,84,269
3500,Modoc,2020-05-30,0,0,0
3501,Santa Clara,2020-05-30,29,17,46
3502,Tehama,2020-05-30,0,0,0
3503,Yolo,2020-05-30,0,0,0
3504,Inyo,2020-05-30,0,0,0
3505,Placer,2020-05-30,6,16,22
3506,Monterey,2020-05-30,11,0,11
3507,San Francisco,2020-05-30,47,17,64
3508,Mendocino,2020-05-30,2,0,2
3509,Colusa,2020-05-30,0,0,0
3510,San Benito,2020-05-30,0,0,0
3511,Trinity,2020-05-30,0,0,0
3512,Butte,2020-05-30,6,0,6
3513,Solano,2020-05-30,18,11,29
3514,Santa Barbara,2020-05-30,18,8,26
3515,Imperial,2020-05-30,73,8,81
3516,Tuolumne,2020-05-30,0,0,0
3517,Mono,2020-05-30,0,0,0
3518,San Joaquin,2020-05-30,19,23,42
3519,Santa Cruz,2020-05-30,3,9,12
3520,San Luis Obispo,2020-05-30,3,2,5
3521,Yuba,2020-05-30,1,0,1
3522,Ventura,2020-05-30,26,20,46
3523,Kings,2020-05-30,27,1,28
3524,Calaveras,2020-05-30,1,1,2
3525,Orange,2020-05-31,283,124,407
3526,San Joaquin,2020-05-31,18,27,45
3527,San Francisco,2020-05-31,50,19,69
3528,Placer,2020-05-31,9,9,18
3529,Sacramento,2020-05-31,16,18,34
3530,Contra Costa,2020-05-31,11,32,43
3531,Calaveras,2020-05-31,1,0,1
3532,Tuolumne,2020-05-31,0,0,0
3533,Solano,2020-05-31,19,10,29
3534,San Luis Obispo,2020-05-31,3,1,4
3535,Sonoma,2020-05-31,5,44,49
3536,Siskiyou,2020-05-31,0,0,0
3537,Mariposa,2020-05-31,0,0,0
3538,San Diego,2020-05-31,306,92,398
3539,Kern,2020-05-31,59,16,75
3540,Merced,2020-05-31,6,5,11
3541,El Dorado,2020-05-31,1,6,7
3542,Lassen,2020-05-31,0,1,1
3543,Inyo,2020-05-31,0,0,0
3544,Humboldt,2020-05-31,4,6,10
3545,Butte,2020-05-31,5,0,5
3546,Ventura,2020-05-31,25,21,46
3547,Modoc,2020-05-31,0,0,0
3548,Los Angeles,2020-05-31,1389,519,1908
3549,Santa Cruz,2020-05-31,3,10,13
3550,Santa Clara,2020-05-31,25,13,38
3551,Mono,2020-05-31,0,0,0
3552,Fresno,2020-05-31,68,52,120
3553,Yolo,2020-05-31,0,0,0
3554,Colusa,2020-05-31,0,1,1
3555,Tehama,2020-05-31,0,0,0
3556,San Bernardino,2020-05-31,136,73,209
3557,Mendocino,2020-05-31,1,0,1
3558,Del Norte,2020-05-31,0,1,1
3559,Sutter,2020-05-31,0,0,0
3560,Nevada,2020-05-31,0,0,0
3561,Trinity,2020-05-31,0,1,1
3562,Alameda,2020-05-31,99,33,132
3563,Shasta,2020-05-31,1,0,1
3564,Napa,2020-05-31,0,2,2
3565,Monterey,2020-05-31,9,0,9
3566,Yuba,2020-05-31,1,0,1
3567,Lake,2020-05-31,1,0,1
3568,Kings,2020-05-31,28,2,30
3569,Stanislaus,2020-05-31,16,17,33
3570,Riverside,2020-05-31,195,99,294
3571,Glenn,2020-05-31,0,0,0
3572,Marin,2020-05-31,2,6,8
3573,Madera,2020-05-31,2,2,4
3574,Santa Barbara,2020-05-31,22,4,26
3575,Tulare,2020-05-31,35,1,36
3576,Imperial,2020-05-31,73,7,80
3577,Plumas,2020-05-31,0,1,1
3578,San Benito,2020-05-31,0,0,0
3579,San Mateo,2020-05-31,46,10,56
3580,Amador,2020-05-31,0,0,0
3581,Colusa,2020-06-01,0,1,1
3582,Shasta,2020-06-01,1,0,1
3583,Glenn,2020-06-01,0,0,0
3584,Santa Barbara,2020-06-01,25,4,29
3585,Mono,2020-06-01,0,0,0
3586,Tehama,2020-06-01,0,0,0
