,county,date,total_doses
3187,Shasta,2021-01-21,629
3188,Sierra,2021-01-21,55
3189,Siskiyou,2021-01-21,42
3190,Solano,2021-01-21,2304
3191,Sonoma,2021-01-21,2193
3192,Stanislaus,2021-01-21,3592
3193,Sutter,2021-01-21,431
3194,Tehama,2021-01-21,215
3195,Trinity,2021-01-21,14
3196,Tulare,2021-01-21,1503
3197,Tuolumne,2021-01-21,58
3198,Unknown,2021-01-21,65
3199,Ventura,2021-01-21,3822
3200,Yolo,2021-01-21,634
3201,Yuba,2021-01-21,210
3202,Alameda,2021-01-20,6565
3203,Alpine,2021-01-20,19
3204,Amador,2021-01-20,182
3205,Butte,2021-01-20,1342
3206,Calaveras,2021-01-20,372
3207,Colusa,2021-01-20,114
3208,Contra Costa,2021-01-20,6532
3209,Del Norte,2021-01-20,157
3210,El Dorado,2021-01-20,1004
3211,Fresno,2021-01-20,2965
3212,Glenn,2021-01-20,162
3213,Humboldt,2021-01-20,810
3214,Imperial,2021-01-20,289
3215,Inyo,2021-01-20,141
3216,Kern,2021-01-20,2434
3217,Kings,2021-01-20,223
3218,Lake,2021-01-20,374
3219,Lassen,2021-01-20,184
3220,Los Angeles,2021-01-20,45156
3221,Madera,2021-01-20,232
3222,Marin,2021-01-20,1769
3223,Mariposa,2021-01-20,22
3224,Mendocino,2021-01-20,548
3225,Merced,2021-01-20,571
3226,Modoc,2021-01-20,11
3227,Mono,2021-01-20,233
3228,Monterey,2021-01-20,511
3229,Napa,2021-01-20,818
3230,Nevada,2021-01-20,258
3231,Orange,2021-01-20,8155
3232,Outside California,2021-01-20,4578
3233,Placer,2021-01-20,2225
3234,Plumas,2021-01-20,121
3235,Riverside,2021-01-20,7946
3236,Sacramento,2021-01-20,4715
3237,San Benito,2021-01-20,262
3238,San Bernardino,2021-01-20,6781
3239,San Diego,2021-01-20,18107
3240,San Francisco,2021-01-20,2657
3241,San Joaquin,2021-01-20,2020
3242,San Luis Obispo,2021-01-20,1881
3243,San Mateo,2021-01-20,2615
3244,Santa Barbara,2021-01-20,1979
3245,Santa Clara,2021-01-20,7850
3246,Santa Cruz,2021-01-20,1224
3247,Shasta,2021-01-20,665
3248,Sierra,2021-01-20,1
3249,Siskiyou,2021-01-20,45
3250,Solano,2021-01-20,1895
3251,Sonoma,2021-01-20,2048
3252,Stanislaus,2021-01-20,987
3253,Sutter,2021-01-20,255
3254,Tehama,2021-01-20,302
3255,Trinity,2021-01-20,18
3256,Tulare,2021-01-20,2363
3257,Tuolumne,2021-01-20,74
3258,Unknown,2021-01-20,80
3259,Ventura,2021-01-20,4037
3260,Yolo,2021-01-20,645
3261,Yuba,2021-01-20,131
3262,Alameda,2021-01-19,5475
3263,Amador,2021-01-19,120
3264,Butte,2021-01-19,485
3265,Calaveras,2021-01-19,199
3266,Clark,2021-01-19,1
3267,Colusa,2021-01-19,8
3268,Contra Costa,2021-01-19,6994
3269,Del Norte,2021-01-19,119
3270,El Dorado,2021-01-19,629
3271,Fresno,2021-01-19,4262
3272,Glenn,2021-01-19,28
3273,Humboldt,2021-01-19,606
3274,Imperial,2021-01-19,168
3275,Inyo,2021-01-19,115
3276,Kern,2021-01-19,1828
3277,Kings,2021-01-19,376
3278,Lake,2021-01-19,267
3279,Lassen,2021-01-19,187
3280,Los Angeles,2021-01-19,37898
3281,Madera,2021-01-19,551
3282,Marin,2021-01-19,1142
3283,Mariposa,2021-01-19,1
3284,Mendocino,2021-01-19,327
3285,Merced,2021-01-19,713
3286,Modoc,2021-01-19,5
3287,Mono,2021-01-19,206
3288,Monterey,2021-01-19,569
3289,Napa,2021-01-19,999
3290,Nevada,2021-01-19,230
3291,Orange,2021-01-19,7372
3292,Outside California,2021-01-19,4177
3293,Placer,2021-01-19,2536
3294,Plumas,2021-01-19,36
3295,Riverside,2021-01-19,7353
3296,Sacramento,2021-01-19,4555
3297,San Benito,2021-01-19,147
3298,San Bernardino,2021-01-19,6235
3299,San Diego,2021-01-19,14817
3300,San Francisco,2021-01-19,2542
3301,San Joaquin,2021-01-19,1801
3302,San Luis Obispo,2021-01-19,1582
3303,San Mateo,2021-01-19,2756
3304,Santa Barbara,2021-01-19,1630
3305,Santa Clara,2021-01-19,8318
3306,Santa Cruz,2021-01-19,1616
3307,Shasta,2021-01-19,1014
3308,Sierra,2021-01-19,33
3309,Siskiyou,2021-01-19,21
3310,Solano,2021-01-19,1618
3311,Sonoma,2021-01-19,2079
3312,Stanislaus,2021-01-19,1231
3313,Sutter,2021-01-19,100
3314,Tehama,2021-01-19,289
3315,Trinity,2021-01-19,31
3316,Tulare,2021-01-19,1003
3317,Tuolumne,2021-01-19,469
3318,Unknown,2021-01-19,26
3319,Ventura,2021-01-19,3001
3320,Yolo,2021-01-19,535
3321,Yuba,2021-01-19,79
3322,Alameda,2021-01-18,3224
3323,Amador,2021-01-18,31
3324,Butte,2021-01-18,342
3325,Calaveras,2021-01-18,131
3326,Colusa,2021-01-18,4
3327,Contra Costa,2021-01-18,3192
3328,Del Norte,2021-01-18,2
3329,El Dorado,2021-01-18,415
3330,Fresno,2021-01-18,3066
3331,Glenn,2021-01-18,17
3332,Humboldt,2021-01-18,267
3333,Imperial,2021-01-18,1053
3334,Inyo,2021-01-18,58
3335,Kern,2021-01-18,1637
3336,Kings,2021-01-18,170
3337,Lake,2021-01-18,240
3338,Lassen,2021-01-18,5
3339,Los Angeles,2021-01-18,15235
3340,Madera,2021-01-18,73
3341,Marin,2021-01-18,359
3342,Mariposa,2021-01-18,2
3343,Mendocino,2021-01-18,482
3344,Merced,2021-01-18,262
3345,Modoc,2021-01-18,1
3346,Mono,2021-01-18,63
3347,Monterey,2021-01-18,396
3348,Napa,2021-01-18,1072
3349,Nevada,2021-01-18,148
3350,Orange,2021-01-18,9708
3351,Outside California,2021-01-18,1270
3352,Placer,2021-01-18,974
3353,Plumas,2021-01-18,2
3354,Riverside,2021-01-18,3687
3355,Sacramento,2021-01-18,2840
3356,San Benito,2021-01-18,38
3357,San Bernardino,2021-01-18,4245
3358,San Diego,2021-01-18,12355
3359,San Francisco,2021-01-18,1381
3360,San Joaquin,2021-01-18,673
3361,San Luis Obispo,2021-01-18,1370
3362,San Mateo,2021-01-18,1392
3363,Santa Barbara,2021-01-18,1150
3364,Santa Clara,2021-01-18,5198
3365,Santa Cruz,2021-01-18,1026
3366,Shasta,2021-01-18,597
3367,Sierra,2021-01-18,2
3368,Siskiyou,2021-01-18,75
3369,Solano,2021-01-18,1405
3370,Sonoma,2021-01-18,1092
3371,Stanislaus,2021-01-18,2146
3372,Sutter,2021-01-18,116
3373,Tehama,2021-01-18,10
3374,Trinity,2021-01-18,31
3375,Tulare,2021-01-18,695
3376,Tuolumne,2021-01-18,46
3377,Unknown,2021-01-18,58
3378,Ventura,2021-01-18,2201
3379,Yolo,2021-01-18,476
3380,Yuba,2021-01-18,60
3381,Alameda,2021-01-17,1863
3382,Amador,2021-01-17,22
3383,Butte,2021-01-17,239
3384,Calaveras,2021-01-17,10
3385,Colusa,2021-01-17,3
3386,Contra Costa,2021-01-17,1639
3387,Del Norte,2021-01-17,1
3388,El Dorado,2021-01-17,96
3389,Fresno,2021-01-17,968
3390,Glenn,2021-01-17,4
3391,Humboldt,2021-01-17,4
3392,Imperial,2021-01-17,10
3393,Kern,2021-01-17,69
3394,Kings,2021-01-17,8
3395,Lake,2021-01-17,14
3396,Lassen,2021-01-17,1
3397,Los Angeles,2021-01-17,5131
3398,Madera,2021-01-17,325
3399,Marin,2021-01-17,1233
3400,Mariposa,2021-01-17,2
3401,Mendocino,2021-01-17,552
3402,Merced,2021-01-17,48
3403,Monterey,2021-01-17,313
3404,Napa,2021-01-17,337
3405,Nevada,2021-01-17,36
3406,Orange,2021-01-17,8114
3407,Outside California,2021-01-17,543
3408,Placer,2021-01-17,557
3409,Riverside,2021-01-17,3599
3410,Sacramento,2021-01-17,1620
3411,San Benito,2021-01-17,10
3412,San Bernardino,2021-01-17,1180
3413,San Diego,2021-01-17,8488
3414,San Francisco,2021-01-17,1914
3415,San Joaquin,2021-01-17,1591
3416,San Luis Obispo,2021-01-17,65
3417,San Mateo,2021-01-17,1301
3418,Santa Barbara,2021-01-17,124
3419,Santa Clara,2021-01-17,3214
3420,Santa Cruz,2021-01-17,284
3421,Shasta,2021-01-17,26
3422,Solano,2021-01-17,984
3423,Sonoma,2021-01-17,662
3424,Stanislaus,2021-01-17,246
3425,Sutter,2021-01-17,25
3426,Tehama,2021-01-17,13
3427,Tulare,2021-01-17,139
3428,Tuolumne,2021-01-17,4
3429,Unknown,2021-01-17,3
3430,Ventura,2021-01-17,261
3431,Yolo,2021-01-17,184
3432,Yuba,2021-01-17,13
3433,Alameda,2021-01-16,3105
3434,Amador,2021-01-16,18
3435,Butte,2021-01-16,583
3436,Calaveras,2021-01-16,13
3437,Colusa,2021-01-16,12
3438,Contra Costa,2021-01-16,1698
3439,El Dorado,2021-01-16,171
3440,Fresno,2021-01-16,3129
3441,Glenn,2021-01-16,34
3442,Humboldt,2021-01-16,167
3443,Imperial,2021-01-16,77
3444,Inyo,2021-01-16,74
3445,Kern,2021-01-16,657
3446,Kings,2021-01-16,31
3447,Lake,2021-01-16,131
3448,Lassen,2021-01-16,34
3449,Los Angeles,2021-01-16,17059
3450,Madera,2021-01-16,374
3451,Marin,2021-01-16,1103
3452,Mariposa,2021-01-16,12
3453,Mendocino,2021-01-16,776
3454,Merced,2021-01-16,200
3455,Modoc,2021-01-16,1
3456,Mono,2021-01-16,4
3457,Monterey,2021-01-16,365
3458,Napa,2021-01-16,351
3459,Nevada,2021-01-16,292
3460,Orange,2021-01-16,8594
3461,Outside California,2021-01-16,2669
3462,Placer,2021-01-16,1468
3463,Plumas,2021-01-16,58
3464,Riverside,2021-01-16,3595
3465,Sacramento,2021-01-16,2082
3466,San Benito,2021-01-16,28
3467,San Bernardino,2021-01-16,2247
3468,San Diego,2021-01-16,10673
3469,San Francisco,2021-01-16,2260
3470,San Joaquin,2021-01-16,1129
3471,San Luis Obispo,2021-01-16,99
3472,San Mateo,2021-01-16,3112
3473,Santa Barbara,2021-01-16,1267
3474,Santa Clara,2021-01-16,4402
3475,Santa Cruz,2021-01-16,433
3476,Shasta,2021-01-16,900
3477,Siskiyou,2021-01-16,7
3478,Solano,2021-01-16,1253
3479,Sonoma,2021-01-16,1070
3480,Stanislaus,2021-01-16,466
3481,Sutter,2021-01-16,390
3482,Tehama,2021-01-16,274
3483,Trinity,2021-01-16,4
3484,Tulare,2021-01-16,1868
3485,Tuolumne,2021-01-16,6
3486,Unknown,2021-01-16,7
3487,Ventura,2021-01-16,484
3488,Yolo,2021-01-16,737
3489,Yuba,2021-01-16,184
3490,Alameda,2021-01-15,5768
3491,Alpine,2021-01-15,1
3492,Amador,2021-01-15,56
3493,Butte,2021-01-15,1167
3494,Calaveras,2021-01-15,113
3495,Colusa,2021-01-15,43
3496,Contra Costa,2021-01-15,5283
3497,Del Norte,2021-01-15,107
3498,El Dorado,2021-01-15,661
3499,Fresno,2021-01-15,3586
3500,Glenn,2021-01-15,41
3501,Humboldt,2021-01-15,371
3502,Imperial,2021-01-15,240
3503,Inyo,2021-01-15,162
3504,Kern,2021-01-15,2623
3505,Kings,2021-01-15,412
3506,Lake,2021-01-15,209
3507,Lassen,2021-01-15,33
3508,Los Angeles,2021-01-15,33346
3509,Madera,2021-01-15,594
3510,Marin,2021-01-15,1141
3511,Mariposa,2021-01-15,40
3512,Mendocino,2021-01-15,1849
3513,Merced,2021-01-15,562
3514,Modoc,2021-01-15,6
3515,Mono,2021-01-15,60
3516,Monterey,2021-01-15,1027
3517,Napa,2021-01-15,1431
3518,Nevada,2021-01-15,392
3519,Orange,2021-01-15,9992
3520,Outside California,2021-01-15,4476
3521,Placer,2021-01-15,1897
3522,Plumas,2021-01-15,62
3523,Riverside,2021-01-15,6127
3524,Sacramento,2021-01-15,4360
3525,San Benito,2021-01-15,211
3526,San Bernardino,2021-01-15,5908
3527,San Diego,2021-01-15,14869
3528,San Francisco,2021-01-15,2732
3529,San Joaquin,2021-01-15,1426
3530,San Luis Obispo,2021-01-15,733
3531,San Mateo,2021-01-15,4332
3532,Santa Barbara,2021-01-15,1790
3533,Santa Clara,2021-01-15,9471
3534,Santa Cruz,2021-01-15,1462
3535,Shasta,2021-01-15,634
3536,Sierra,2021-01-15,2
3537,Siskiyou,2021-01-15,35
3538,Solano,2021-01-15,1641
3539,Sonoma,2021-01-15,1549
3540,Stanislaus,2021-01-15,2769
3541,Sutter,2021-01-15,432
3542,Tehama,2021-01-15,248
3543,Tulare,2021-01-15,1597
3544,Tuolumne,2021-01-15,472
3545,Unknown,2021-01-15,4
3546,Ventura,2021-01-15,2857
3547,Yolo,2021-01-15,617
3548,Yuba,2021-01-15,200
3549,Alameda,2021-01-14,5544
3550,Alpine,2021-01-14,1
3551,Amador,2021-01-14,146
3552,Butte,2021-01-14,1637
3553,Calaveras,2021-01-14,135
3554,Colusa,2021-01-14,35
3555,Contra Costa,2021-01-14,4250
3556,Del Norte,2021-01-14,52
3557,El Dorado,2021-01-14,669
3558,Fresno,2021-01-14,4115
3559,Glenn,2021-01-14,183
3560,Humboldt,2021-01-14,514
3561,Imperial,2021-01-14,260
3562,Inyo,2021-01-14,58
3563,Kern,2021-01-14,2173
3564,Kings,2021-01-14,206
3565,Lake,2021-01-14,118
3566,Lassen,2021-01-14,161
3567,Los Angeles,2021-01-14,28914
3568,Madera,2021-01-14,555
3569,Marin,2021-01-14,1064
3570,Mariposa,2021-01-14,56
3571,Mendocino,2021-01-14,626
3572,Merced,2021-01-14,330
3573,Modoc,2021-01-14,129
3574,Mono,2021-01-14,74
3575,Monterey,2021-01-14,1039
3576,Napa,2021-01-14,1043
3577,Nevada,2021-01-14,228
3578,Orange,2021-01-14,9799
3579,Outside California,2021-01-14,3835
3580,Placer,2021-01-14,1726
3581,Plumas,2021-01-14,96
3582,Riverside,2021-01-14,5410
3583,Sacramento,2021-01-14,4527
3584,San Benito,2021-01-14,116
3585,San Bernardino,2021-01-14,4715
3586,San Diego,2021-01-14,12201
3587,San Francisco,2021-01-14,2381
3588,San Joaquin,2021-01-14,1467
3589,San Luis Obispo,2021-01-14,728
3590,San Mateo,2021-01-14,3723
3591,Santa Barbara,2021-01-14,1239
3592,Santa Clara,2021-01-14,8049
3593,Santa Cruz,2021-01-14,539
3594,Shasta,2021-01-14,442
3595,Sierra,2021-01-14,35
3596,Siskiyou,2021-01-14,26
3597,Solano,2021-01-14,1703
3598,Sonoma,2021-01-14,1514
3599,Stanislaus,2021-01-14,2194
3600,Sutter,2021-01-14,145
3601,Tehama,2021-01-14,226
3602,Trinity,2021-01-14,3
3603,Tulare,2021-01-14,491
3604,Tuolumne,2021-01-14,126
3605,Unknown,2021-01-14,6
3606,Ventura,2021-01-14,2714
3607,Yolo,2021-01-14,376
3608,Yuba,2021-01-14,109
3609,Alameda,2021-01-13,4975
3610,Alpine,2021-01-13,32
3611,Amador,2021-01-13,39
3612,Butte,2021-01-13,1443
3613,Calaveras,2021-01-13,106
3614,Colusa,2021-01-13,21
3615,Contra Costa,2021-01-13,4635
3616,Del Norte,2021-01-13,84
3617,El Dorado,2021-01-13,690
3618,Fresno,2021-01-13,3505
3619,Glenn,2021-01-13,153
3620,Humboldt,2021-01-13,473
3621,Imperial,2021-01-13,379
3622,Inyo,2021-01-13,87
3623,Kern,2021-01-13,1834
3624,Kings,2021-01-13,413
3625,Lake,2021-01-13,125
3626,Lassen,2021-01-13,162
3627,Los Angeles,2021-01-13,28968
3628,Madera,2021-01-13,179
3629,Marin,2021-01-13,1172
3630,Mariposa,2021-01-13,16
3631,Mendocino,2021-01-13,478
3632,Merced,2021-01-13,371
3633,Modoc,2021-01-13,24
3634,Mono,2021-01-13,234
3635,Monterey,2021-01-13,1218
3636,Napa,2021-01-13,1266
3637,Nevada,2021-01-13,259
3638,Orange,2021-01-13,10073
3639,Outside California,2021-01-13,3796
3640,Placer,2021-01-13,1616
3641,Plumas,2021-01-13,54
3642,Riverside,2021-01-13,4356
3643,Sacramento,2021-01-13,3731
3644,San Benito,2021-01-13,186
3645,San Bernardino,2021-01-13,4533
3646,San Diego,2021-01-13,11394
3647,San Francisco,2021-01-13,2792
3648,San Joaquin,2021-01-13,1360
3649,San Luis Obispo,2021-01-13,882
3650,San Mateo,2021-01-13,3403
3651,Santa Barbara,2021-01-13,1227
3652,Santa Clara,2021-01-13,7275
3653,Santa Cruz,2021-01-13,517
3654,Shasta,2021-01-13,541
3655,Sierra,2021-01-13,4
3656,Siskiyou,2021-01-13,157
3657,Solano,2021-01-13,1397
3658,Sonoma,2021-01-13,2055
3659,Stanislaus,2021-01-13,1409
3660,Sutter,2021-01-13,156
3661,Tehama,2021-01-13,72
3662,Trinity,2021-01-13,7
3663,Tulare,2021-01-13,449
3664,Tuolumne,2021-01-13,230
3665,Unknown,2021-01-13,11
3666,Ventura,2021-01-13,2922
3667,Yolo,2021-01-13,760
3668,Yuba,2021-01-13,119
3669,Alameda,2021-01-12,4724
3670,Amador,2021-01-12,62
3671,Butte,2021-01-12,695
3672,Calaveras,2021-01-12,86
3673,Colusa,2021-01-12,11
3674,Contra Costa,2021-01-12,3883
3675,Del Norte,2021-01-12,50
3676,El Dorado,2021-01-12,684
3677,Fresno,2021-01-12,2494
3678,Glenn,2021-01-12,42
3679,Humboldt,2021-01-12,476
3680,Imperial,2021-01-12,404
3681,Inyo,2021-01-12,139
3682,Kern,2021-01-12,1869
3683,Kings,2021-01-12,352
3684,Lake,2021-01-12,70
3685,Lassen,2021-01-12,50
3686,Los Angeles,2021-01-12,28862
3687,Madera,2021-01-12,391
3688,Marin,2021-01-12,936
3689,Mariposa,2021-01-12,15
3690,Mendocino,2021-01-12,385
3691,Merced,2021-01-12,276
3692,Modoc,2021-01-12,94
3693,Mono,2021-01-12,284
3694,Monterey,2021-01-12,458
3695,Napa,2021-01-12,1265
3696,Nevada,2021-01-12,605
3697,Orange,2021-01-12,8660
3698,Outside California,2021-01-12,4030
3699,Placer,2021-01-12,1630
3700,Plumas,2021-01-12,154
3701,Riverside,2021-01-12,3372
3702,Sacramento,2021-01-12,4377
3703,San Benito,2021-01-12,153
3704,San Bernardino,2021-01-12,4212
3705,San Diego,2021-01-12,11057
3706,San Francisco,2021-01-12,3072
3707,San Joaquin,2021-01-12,1394
3708,San Luis Obispo,2021-01-12,598
3709,San Mateo,2021-01-12,3241
3710,Santa Barbara,2021-01-12,1426
3711,Santa Clara,2021-01-12,6591
3712,Santa Cruz,2021-01-12,733
3713,Shasta,2021-01-12,451
3714,Sierra,2021-01-12,40
3715,Siskiyou,2021-01-12,320
3716,Solano,2021-01-12,1522
3717,Sonoma,2021-01-12,1547
3718,Stanislaus,2021-01-12,1444
3719,Sutter,2021-01-12,201
3720,Tehama,2021-01-12,115
3721,Trinity,2021-01-12,8
3722,Tulare,2021-01-12,1388
3723,Tuolumne,2021-01-12,98
3724,Unknown,2021-01-12,11
3725,Ventura,2021-01-12,3022
3726,Yolo,2021-01-12,474
3727,Yuba,2021-01-12,107
3728,Alameda,2021-01-11,4439
3729,Alpine,2021-01-11,30
3730,Amador,2021-01-11,124
3731,Butte,2021-01-11,987
3732,Calaveras,2021-01-11,62
3733,Colusa,2021-01-11,12
3734,Contra Costa,2021-01-11,3790
3735,Del Norte,2021-01-11,40
3736,El Dorado,2021-01-11,648
3737,Fresno,2021-01-11,2127
3738,Glenn,2021-01-11,30
3739,Humboldt,2021-01-11,285
3740,Imperial,2021-01-11,401
3741,Inyo,2021-01-11,97
3742,Kern,2021-01-11,1548
3743,Kings,2021-01-11,515
3744,Lake,2021-01-11,138
3745,Lassen,2021-01-11,27
3746,Los Angeles,2021-01-11,25552
3747,Madera,2021-01-11,224
3748,Marin,2021-01-11,460
3749,Mariposa,2021-01-11,23
3750,Mendocino,2021-01-11,99
3751,Merced,2021-01-11,225
3752,Modoc,2021-01-11,92
3753,Mono,2021-01-11,7
3754,Monterey,2021-01-11,1057
3755,Napa,2021-01-11,804
3756,Nevada,2021-01-11,183
3757,Orange,2021-01-11,9311
3758,Outside California,2021-01-11,3557
3759,Placer,2021-01-11,1422
3760,Plumas,2021-01-11,59
3761,Riverside,2021-01-11,4480
3762,Sacramento,2021-01-11,4299
3763,San Benito,2021-01-11,96
3764,San Bernardino,2021-01-11,4976
3765,San Diego,2021-01-11,10159
3766,San Francisco,2021-01-11,2455
3767,San Joaquin,2021-01-11,1461
3768,San Luis Obispo,2021-01-11,526
3769,San Mateo,2021-01-11,2396
3770,Santa Barbara,2021-01-11,839
3771,Santa Clara,2021-01-11,5550
3772,Santa Cruz,2021-01-11,712
3773,Shasta,2021-01-11,352
3774,Sierra,2021-01-11,3
3775,Siskiyou,2021-01-11,226
3776,Solano,2021-01-11,1314
3777,Sonoma,2021-01-11,1379
3778,Stanislaus,2021-01-11,1504
3779,Sutter,2021-01-11,133
3780,Tehama,2021-01-11,47
3781,Trinity,2021-01-11,40
3782,Tulare,2021-01-11,1201
3783,Tuolumne,2021-01-11,115
3784,Unknown,2021-01-11,19
3785,Ventura,2021-01-11,2443
3786,Yolo,2021-01-11,560
3787,Yuba,2021-01-11,72
3788,Alameda,2021-01-10,1024
3789,Amador,2021-01-10,7
3790,Butte,2021-01-10,19
3791,Calaveras,2021-01-10,2
3792,Colusa,2021-01-10,1
3793,Contra Costa,2021-01-10,351
3794,El Dorado,2021-01-10,180
3795,Fresno,2021-01-10,511
3796,Glenn,2021-01-10,1
3797,Humboldt,2021-01-10,84
3798,Imperial,2021-01-10,1
3799,Inyo,2021-01-10,53
3800,Kern,2021-01-10,190
3801,Kings,2021-01-10,15
3802,Lake,2021-01-10,3
3803,Los Angeles,2021-01-10,4601
3804,Madera,2021-01-10,17
3805,Marin,2021-01-10,123
3806,Mendocino,2021-01-10,8
3807,Merced,2021-01-10,10
3808,Modoc,2021-01-10,1
3809,Mono,2021-01-10,4
3810,Monterey,2021-01-10,271
3811,Napa,2021-01-10,167
3812,Nevada,2021-01-10,17
3813,Orange,2021-01-10,4176
3814,Outside California,2021-01-10,326
3815,Placer,2021-01-10,326
3816,Riverside,2021-01-10,1656
3817,Sacramento,2021-01-10,1239
3818,San Benito,2021-01-10,15
3819,San Bernardino,2021-01-10,1006
3820,San Diego,2021-01-10,1842
3821,San Francisco,2021-01-10,911
3822,San Joaquin,2021-01-10,215
3823,San Luis Obispo,2021-01-10,10
3824,San Mateo,2021-01-10,649
3825,Santa Barbara,2021-01-10,63
3826,Santa Clara,2021-01-10,1825
3827,Santa Cruz,2021-01-10,72
3828,Shasta,2021-01-10,5
3829,Solano,2021-01-10,249
3830,Sonoma,2021-01-10,465
3831,Stanislaus,2021-01-10,45
3832,Sutter,2021-01-10,402
3833,Tehama,2021-01-10,1
3834,Tulare,2021-01-10,49
3835,Tuolumne,2021-01-10,3
3836,Unknown,2021-01-10,1
3837,Ventura,2021-01-10,335
3838,Yolo,2021-01-10,390
3839,Yuba,2021-01-10,116
3840,Alameda,2021-01-09,2018
3841,Alpine,2021-01-09,2
3842,Amador,2021-01-09,11
3843,Butte,2021-01-09,11
3844,Calaveras,2021-01-09,6
3845,Colusa,2021-01-09,3
3846,Contra Costa,2021-01-09,1570
3847,El Dorado,2021-01-09,190
3848,Fresno,2021-01-09,624
3849,Humboldt,2021-01-09,69
3850,Imperial,2021-01-09,24
3851,Inyo,2021-01-09,87
3852,Kern,2021-01-09,226
3853,Kings,2021-01-09,63
3854,Lake,2021-01-09,62
3855,Lassen,2021-01-09,12
3856,Los Angeles,2021-01-09,12278
3857,Madera,2021-01-09,36
3858,Marin,2021-01-09,612
3859,Mariposa,2021-01-09,1
3860,Mendocino,2021-01-09,8
3861,Merced,2021-01-09,24
3862,Mono,2021-01-09,4
3863,Monterey,2021-01-09,962
3864,Napa,2021-01-09,263
3865,Nevada,2021-01-09,63
3866,Orange,2021-01-09,4954
3867,Outside California,2021-01-09,1401
3868,Placer,2021-01-09,443
3869,Plumas,2021-01-09,2
3870,Riverside,2021-01-09,2060
3871,Sacramento,2021-01-09,1282
3872,San Benito,2021-01-09,43
3873,San Bernardino,2021-01-09,1391
3874,San Diego,2021-01-09,2926
3875,San Francisco,2021-01-09,1392
3876,San Joaquin,2021-01-09,369
3877,San Luis Obispo,2021-01-09,206
3878,San Mateo,2021-01-09,1174
3879,Santa Barbara,2021-01-09,567
3880,Santa Clara,2021-01-09,2916
3881,Santa Cruz,2021-01-09,460
3882,Shasta,2021-01-09,72
3883,Siskiyou,2021-01-09,2
3884,Solano,2021-01-09,880
3885,Sonoma,2021-01-09,651
3886,Stanislaus,2021-01-09,288
3887,Sutter,2021-01-09,44
3888,Tehama,2021-01-09,7
3889,Tulare,2021-01-09,738
3890,Tuolumne,2021-01-09,1
3891,Unknown,2021-01-09,4
3892,Ventura,2021-01-09,722
3893,Yolo,2021-01-09,403
3894,Yuba,2021-01-09,19
3895,Alameda,2021-01-08,4703
3896,Alpine,2021-01-08,4
3897,Amador,2021-01-08,84
3898,Butte,2021-01-08,570
3899,Calaveras,2021-01-08,66
3900,Colusa,2021-01-08,9
3901,Contra Costa,2021-01-08,3345
3902,Del Norte,2021-01-08,77
3903,El Dorado,2021-01-08,965
3904,Fresno,2021-01-08,1762
3905,Glenn,2021-01-08,11
3906,Humboldt,2021-01-08,415
3907,Imperial,2021-01-08,190
3908,Inyo,2021-01-08,9
3909,Kern,2021-01-08,1625
3910,Kings,2021-01-08,246
3911,Lake,2021-01-08,139
3912,Lassen,2021-01-08,50
3913,Los Angeles,2021-01-08,32832
3914,Madera,2021-01-08,411
3915,Marin,2021-01-08,964
3916,Mariposa,2021-01-08,106
3917,Mendocino,2021-01-08,94
3918,Merced,2021-01-08,533
3919,Modoc,2021-01-08,105
3920,Mono,2021-01-08,2
3921,Monterey,2021-01-08,1087
3922,Napa,2021-01-08,412
3923,Nevada,2021-01-08,220
3924,Orange,2021-01-08,9307
3925,Outside California,2021-01-08,4630
3926,Placer,2021-01-08,1179
3927,Plumas,2021-01-08,12
3928,Riverside,2021-01-08,4012
3929,Sacramento,2021-01-08,3270
3930,San Benito,2021-01-08,128
3931,San Bernardino,2021-01-08,5342
3932,San Diego,2021-01-08,7705
3933,San Francisco,2021-01-08,2306
3934,San Joaquin,2021-01-08,1171
3935,San Luis Obispo,2021-01-08,880
3936,San Mateo,2021-01-08,1791
3937,Santa Barbara,2021-01-08,1200
3938,Santa Clara,2021-01-08,5782
3939,Santa Cruz,2021-01-08,931
3940,Shasta,2021-01-08,506
3941,Sierra,2021-01-08,1
3942,Siskiyou,2021-01-08,42
3943,Solano,2021-01-08,1124
3944,Sonoma,2021-01-08,1778
3945,Stanislaus,2021-01-08,1265
3946,Sutter,2021-01-08,145
3947,Tehama,2021-01-08,30
3948,Trinity,2021-01-08,49
3949,Tulare,2021-01-08,1264
3950,Tuolumne,2021-01-08,100
3951,Ventura,2021-01-08,2192
3952,Yolo,2021-01-08,626
3953,Yuba,2021-01-08,72
3954,Alameda,2021-01-07,3705
3955,Alpine,2021-01-07,8
3956,Amador,2021-01-07,223
3957,Butte,2021-01-07,760
3958,Calaveras,2021-01-07,106
3959,Colusa,2021-01-07,37
3960,Contra Costa,2021-01-07,3073
3961,Del Norte,2021-01-07,21
3962,El Dorado,2021-01-07,326
3963,Fresno,2021-01-07,1867
3964,Glenn,2021-01-07,66
3965,Humboldt,2021-01-07,382
3966,Imperial,2021-01-07,318
3967,Inyo,2021-01-07,31
3968,Kern,2021-01-07,1402
3969,Kings,2021-01-07,179
3970,Lake,2021-01-07,60
3971,Lassen,2021-01-07,43
3972,Los Angeles,2021-01-07,29183
3973,Madera,2021-01-07,337
3974,Marin,2021-01-07,889
